,index,country_region_code,country_region,adm1,adm2,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
485,489,NG,Nigeria,Federal Capital Territory,Bwari,,,,ChIJ0VQrooPoTRARnewdkL7B2EE,2022-03-06,,,,,64.0,,"Bwari, Federal Capital Territory",2022-02-27,36.1346426623607,2022-03-06,c6247dda-e9be-4265-80d1-9575f4d1c135,2022-02-27,,,,,48.0,,,,,,16.0,,6,1,2022-02-27,33.41271065306249,2.7219320092982073,2022-03-06,7.0,0.6387710712343665,2.0,2,0.2857142857142857,True,647.1873990306947,0,9,8,1,0,2022-02-27,29.395604395604398,2022-03-06,85.16483516483517
486,490,NG,Nigeria,Federal Capital Territory,Bwari,,,,ChIJ0VQrooPoTRARnewdkL7B2EE,2022-03-07,,,,,66.0,20.0,"Bwari, Federal Capital Territory",2022-02-28,36.355065685963815,2022-03-07,c6247dda-e9be-4265-80d1-9575f4d1c135,2022-02-28,,,,,62.0,17.0,,,,,4.0,3.0,0,0,2022-02-28,34.36424067189474,1.990825014069074,2022-03-07,7.0,0.6387710712343665,3.0,2,0.42857142857142855,True,647.1873990306947,0,9,8,1,0,2022-02-28,34.61538461538461,2022-03-07,76.92307692307693
487,491,NG,Nigeria,Federal Capital Territory,Bwari,,,,ChIJ0VQrooPoTRARnewdkL7B2EE,2022-03-08,,,,,68.0,22.0,"Bwari, Federal Capital Territory",2022-03-01,36.97310486732174,2022-03-08,c6247dda-e9be-4265-80d1-9575f4d1c135,2022-03-01,,,,,57.0,18.0,,,,,11.0,4.0,1,0,2022-03-01,34.834851047448986,2.1382538198727516,2022-03-08,7.0,0.6387710712343665,4.0,3,0.5714285714285714,True,647.1873990306947,0,9,8,1,0,2022-03-01,15.384615384615385,2022-03-08,74.72527472527473
488,492,NG,Nigeria,Federal Capital Territory,Bwari,,,,ChIJ0VQrooPoTRARnewdkL7B2EE,2022-03-09,,,,,69.0,23.0,"Bwari, Federal Capital Territory",2022-03-02,36.44015083536073,2022-03-09,c6247dda-e9be-4265-80d1-9575f4d1c135,2022-03-02,,,,,64.0,16.0,,,,,5.0,7.0,2,0,2022-03-02,34.65737995348482,1.782770881875912,2022-03-09,7.0,0.6387710712343665,5.0,3,0.7142857142857143,True,647.1873990306947,0,9,8,1,0,2022-03-02,40.38461538461539,2022-03-09,75.27472527472527
489,493,NG,Nigeria,Federal Capital Territory,Bwari,,,,ChIJ0VQrooPoTRARnewdkL7B2EE,2022-03-10,,,,,70.0,29.0,"Bwari, Federal Capital Territory",2022-02-24,36.165045576486,2022-03-10,c6247dda-e9be-4265-80d1-9575f4d1c135,2022-02-24,,,,,62.0,22.0,,,,,8.0,7.0,3,0,2022-02-24,33.146394651535694,3.0186509249503075,2022-03-10,7.0,0.6387710712343665,6.0,2,0.8571428571428571,True,647.1873990306947,0,9,8,1,0,2022-02-24,6.593406593406594,2022-03-10,53.2967032967033
491,495,NG,Nigeria,Federal Capital Territory,Bwari,,,,ChIJ0VQrooPoTRARnewdkL7B2EE,2022-03-11,,,,,84.0,30.0,"Bwari, Federal Capital Territory",2022-03-04,36.99083852489096,2022-03-11,c6247dda-e9be-4265-80d1-9575f4d1c135,2022-03-04,,,,,74.0,24.0,,,,,10.0,6.0,4,0,2022-03-04,34.89331875628202,2.09751976860894,2022-03-11,7.0,0.6387710712343665,7.0,3,1.0,True,647.1873990306947,0,9,8,1,0,2022-03-04,63.73626373626373,2022-03-11,87.36263736263736
221,224,NG,Nigeria,Cross River,Calabar Municipal,,,,ChIJu9KsXIV9XRARKmnKjUr4mgY,2022-03-07,133.0,28.0,,143.0,36.0,20.0,"Calabar Municipal, Cross River",2022-02-28,38.96004358927412,2022-03-07,bab64d66-b5c4-4b16-ad74-28a2788cdf7c,2022-02-28,104.0,25.0,,125.0,29.0,17.0,29.0,3.0,,18.0,7.0,3.0,0,0,2022-02-28,37.453261481391095,1.5067821078830264,2022-03-07,2.0,0.10054377379010332,1.0,2,0.5,False,31.68944099378882,0,7,10,7,0,2022-02-28,46.15384615384615,2022-03-07,59.89010989010989
222,225,NG,Nigeria,Cross River,Calabar Municipal,,,,ChIJu9KsXIV9XRARKmnKjUr4mgY,2022-03-08,156.0,41.0,,149.0,32.0,24.0,"Calabar Municipal, Cross River",2022-02-22,39.116724861992765,2022-03-08,bab64d66-b5c4-4b16-ad74-28a2788cdf7c,2022-02-22,118.0,23.0,,113.0,17.0,18.0,38.0,18.0,,36.0,15.0,6.0,1,0,2022-02-22,36.39333936903216,2.7233854929606025,2022-03-08,2.0,0.10054377379010332,2.0,2,1.0,False,31.68944099378882,0,7,10,7,0,2022-02-22,12.087912087912088,2022-03-08,38.46153846153847
223,226,NG,Nigeria,Cross River,Calabar South,,,,ChIJ1USjfxSFZxAR27ah9x7kuvI,2022-03-07,,,,,49.0,,"Calabar South, Cross River",2022-02-28,38.50459204779735,2022-03-07,21ef3620-ecbb-4084-90eb-710b6ac30bdb,2022-02-28,,,,,45.0,,,,,,4.0,,0,0,2022-02-28,37.12205420600047,1.382537841796882,2022-03-07,2.0,0.10054377379010332,1.0,2,0.5,False,9.960352422907489,1,7,9,7,0,2022-02-28,50.0,2022-03-07,53.84615384615385
224,227,NG,Nigeria,Cross River,Calabar South,,,,ChIJ1USjfxSFZxAR27ah9x7kuvI,2022-03-08,,,,,50.0,,"Calabar South, Cross River",2022-02-22,38.77727593315976,2022-03-08,21ef3620-ecbb-4084-90eb-710b6ac30bdb,2022-02-22,,,,,34.0,,,,,,16.0,,1,0,2022-02-22,36.22457631429042,2.5526996188693403,2022-03-08,2.0,0.10054377379010332,2.0,2,1.0,False,9.960352422907489,1,7,9,7,0,2022-02-22,14.285714285714285,2022-03-08,33.51648351648351
225,228,NG,Nigeria,Cross River,Calabar South,,,,ChIJ1USjfxSFZxAR27ah9x7kuvI,2022-03-28,,,,,54.0,,"Calabar South, Cross River",2022-03-21,38.381368849012645,2022-03-28,fba6fe7f-7bba-4869-8e76-b97ec616e12a,2022-03-21,,,,,62.0,,,,,,-8.0,,0,0,2022-03-21,36.18046824137374,2.200900607638907,2022-03-28,2.0,0.10054377379010332,1.0,3,0.5,False,9.960352422907489,1,7,9,7,0,2022-03-21,37.362637362637365,2022-03-28,42.857142857142854
226,229,NG,Nigeria,Cross River,Calabar South,,,,ChIJ1USjfxSFZxAR27ah9x7kuvI,2022-03-29,,,,,44.0,,"Calabar South, Cross River",2022-03-15,38.794935438368086,2022-03-29,fba6fe7f-7bba-4869-8e76-b97ec616e12a,2022-03-15,,,,,43.0,,,,,,1.0,,1,0,2022-03-15,36.65781148274744,2.1371239556206447,2022-03-29,2.0,0.10054377379010332,2.0,3,1.0,False,9.960352422907489,1,7,9,7,0,2022-03-15,70.32967032967034,2022-03-29,67.58241758241759
1018,1024,NG,Nigeria,Niger,Chanchaga,,,,ChIJo_bM81NwTBAR6cXYSpLBEWY,2022-04-23,105.0,113.0,,,85.0,,"Chanchaga, Niger",2022-04-16,40.496866438123945,2022-04-23,3efefd02-6c1f-4986-aefd-72d2d6353ea1,2022-04-16,115.0,129.0,,,74.0,,-10.0,-16.0,,,11.0,,5,1,2022-04-16,37.39589267306863,3.100973765055315,2022-04-23,2.0,0.10054377379010332,2.0,4,1.0,False,261.72,0,3,10,2,0,2022-04-16,90.10989010989012,2022-04-23,95.05494505494505
1013,1019,NG,Nigeria,Niger,Chanchaga,,,,ChIJo_bM81NwTBAR6cXYSpLBEWY,2022-04-08,103.0,130.0,,,78.0,39.0,"Chanchaga, Niger",2022-03-25,40.10750134785974,2022-04-08,469bbe17-18a5-44ea-ba85-de0dbc4a4e43,2022-03-25,94.0,118.0,,,70.0,33.0,9.0,12.0,,,8.0,6.0,4,0,2022-03-25,37.551000154085685,2.5565011937740536,2022-04-08,4.0,0.41158238172920064,4.0,3,1.0,True,261.72,0,3,10,2,0,2022-03-25,73.07692307692307,2022-04-08,96.15384615384616
1015,1021,NG,Nigeria,Niger,Chanchaga,,,,ChIJo_bM81NwTBAR6cXYSpLBEWY,2022-04-05,,110.0,,,61.0,41.0,"Chanchaga, Niger",2022-03-29,39.47728792826338,2022-04-05,469bbe17-18a5-44ea-ba85-de0dbc4a4e43,2022-03-29,,106.0,,,69.0,34.0,,4.0,,,-8.0,7.0,1,0,2022-03-29,36.04975382486984,3.4275341033935405,2022-04-05,4.0,0.41158238172920064,1.0,3,0.25,True,261.72,0,3,10,2,0,2022-03-29,40.65934065934066,2022-04-05,79.67032967032966
1016,1022,NG,Nigeria,Niger,Chanchaga,,,,ChIJo_bM81NwTBAR6cXYSpLBEWY,2022-04-06,115.0,117.0,,,71.0,38.0,"Chanchaga, Niger",2022-03-30,40.37290255228682,2022-04-06,469bbe17-18a5-44ea-ba85-de0dbc4a4e43,2022-03-30,124.0,130.0,,,74.0,34.0,-9.0,-13.0,,,-3.0,4.0,2,0,2022-03-30,37.81950844658749,2.5533941056993257,2022-04-06,4.0,0.41158238172920064,2.0,3,0.5,True,261.72,0,3,10,2,0,2022-03-30,7.6923076923076925,2022-04-06,80.76923076923077
1017,1023,NG,Nigeria,Niger,Chanchaga,,,,ChIJo_bM81NwTBAR6cXYSpLBEWY,2022-04-07,111.0,120.0,,,69.0,41.0,"Chanchaga, Niger",2022-03-31,40.83687676323788,2022-04-07,469bbe17-18a5-44ea-ba85-de0dbc4a4e43,2022-03-31,,142.0,,,72.0,33.0,,-22.0,,,-3.0,8.0,3,0,2022-03-31,38.01537195841475,2.8215048048231353,2022-04-07,4.0,0.41158238172920064,3.0,3,0.75,True,261.72,0,3,10,2,0,2022-03-31,7.6923076923076925,2022-04-07,89.56043956043956
1012,1018,NG,Nigeria,Niger,Chanchaga,,,,ChIJo_bM81NwTBAR6cXYSpLBEWY,2022-04-01,133.0,171.0,,,85.0,34.0,"Chanchaga, Niger",2022-03-25,39.14970397949223,2022-04-01,7b0dab09-fb04-46b8-974a-a90f58528bd8,2022-03-25,94.0,118.0,,,70.0,33.0,39.0,53.0,,,15.0,1.0,4,0,2022-03-25,37.551000154085685,1.5987038254065453,2022-04-01,2.0,0.10054377379010332,1.0,3,0.5,False,261.72,0,3,10,2,0,2022-03-25,73.07692307692307,2022-04-01,74.17582417582418
1014,1020,NG,Nigeria,Niger,Chanchaga,,,,ChIJo_bM81NwTBAR6cXYSpLBEWY,2022-04-02,,149.0,,,92.0,,"Chanchaga, Niger",2022-03-26,39.36173333062069,2022-04-02,7b0dab09-fb04-46b8-974a-a90f58528bd8,2022-03-26,117.0,116.0,,,81.0,,,33.0,,,11.0,,5,1,2022-03-26,37.47488096356396,1.8868523670567257,2022-04-02,2.0,0.10054377379010332,2.0,3,1.0,False,261.72,0,3,10,2,0,2022-03-26,15.934065934065933,2022-04-02,83.51648351648352
570,575,NG,Nigeria,Kaduna,Chikun,,,,ChIJrTErxFwuTRARHf-G0LjMqWE,2022-04-10,104.0,,293.0,,68.0,,"Chikun, Kaduna",2022-03-27,36.1214479906806,2022-04-10,322d83a6-7030-405b-b12e-184ef2107e45,2022-03-27,114.0,,283.0,,66.0,,-10.0,,10.0,,2.0,,6,1,2022-03-27,33.19559080276456,2.925857187916037,2022-04-10,2.0,0.10054377379010332,1.0,3,0.5,False,572.3317704426106,0,4,5,2,0,2022-03-27,23.9010989010989,2022-04-10,95.05494505494505
572,577,NG,Nigeria,Kaduna,Chikun,,,,ChIJrTErxFwuTRARHf-G0LjMqWE,2022-04-11,84.0,,,,55.0,34.0,"Chikun, Kaduna",2022-03-28,36.45513286079031,2022-04-11,322d83a6-7030-405b-b12e-184ef2107e45,2022-03-28,107.0,,,,66.0,32.0,-23.0,,,,-11.0,2.0,0,0,2022-03-28,32.74724130258254,3.70789155820777,2022-04-11,2.0,0.10054377379010332,2.0,3,1.0,False,572.3317704426106,0,4,5,2,0,2022-03-28,63.18681318681318,2022-04-11,86.81318681318682
571,576,NG,Nigeria,Kaduna,Chikun,,,,ChIJrTErxFwuTRARHf-G0LjMqWE,2022-04-24,87.0,,268.0,,65.0,,"Chikun, Kaduna",2022-03-27,36.61467329295663,2022-04-24,8265f6cc-d93d-407d-9d40-c7a2172f5000,2022-03-27,114.0,,283.0,,66.0,,-27.0,,-15.0,,-1.0,,6,1,2022-03-27,33.19559080276456,3.419082490192068,2022-04-24,4.0,0.41158238172920064,3.0,3,0.75,True,572.3317704426106,0,4,5,2,0,2022-03-27,23.9010989010989,2022-04-24,97.25274725274726
573,578,NG,Nigeria,Kaduna,Chikun,,,,ChIJrTErxFwuTRARHf-G0LjMqWE,2022-04-23,64.0,,258.0,,80.0,33.0,"Chikun, Kaduna",2022-04-16,37.53186207621494,2022-04-23,8265f6cc-d93d-407d-9d40-c7a2172f5000,2022-04-16,96.0,,270.0,,65.0,32.0,-32.0,,-12.0,,15.0,1.0,5,1,2022-04-16,34.767876329093184,2.763985747121758,2022-04-23,4.0,0.41158238172920064,2.0,4,0.5,True,572.3317704426106,0,4,5,2,0,2022-04-16,95.6043956043956,2022-04-23,92.3076923076923
566,571,NG,Nigeria,Kaduna,Chikun,,,,ChIJrTErxFwuTRARHf-G0LjMqWE,2022-04-05,105.0,,,,65.0,31.0,"Chikun, Kaduna",2022-03-29,36.33933070975705,2022-04-05,fc8e2204-25a4-4800-8cc5-cedeb065cba5,2022-03-29,102.0,,,,65.0,32.0,3.0,,,,0.0,-1.0,1,0,2022-03-29,33.18626003828746,3.1530706714695924,2022-04-05,4.0,0.41158238172920064,1.0,3,0.25,True,572.3317704426106,0,4,5,2,0,2022-03-29,45.32967032967033,2022-04-05,77.47252747252747
567,572,NG,Nigeria,Kaduna,Chikun,,,,ChIJrTErxFwuTRARHf-G0LjMqWE,2022-04-06,103.0,,,,62.0,31.0,"Chikun, Kaduna",2022-03-30,37.29037646589612,2022-04-06,fc8e2204-25a4-4800-8cc5-cedeb065cba5,2022-03-30,107.0,,,,62.0,32.0,-4.0,,,,0.0,-1.0,2,0,2022-03-30,34.36839402551585,2.921982440380269,2022-04-06,4.0,0.41158238172920064,2.0,3,0.5,True,572.3317704426106,0,4,5,2,0,2022-03-30,7.6923076923076925,2022-04-06,83.51648351648352
568,573,NG,Nigeria,Kaduna,Chikun,,,,ChIJrTErxFwuTRARHf-G0LjMqWE,2022-04-07,100.0,,,,56.0,35.0,"Chikun, Kaduna",2022-03-31,37.35828260809073,2022-04-07,fc8e2204-25a4-4800-8cc5-cedeb065cba5,2022-03-31,103.0,,,,62.0,33.0,-3.0,,,,-6.0,2.0,3,0,2022-03-31,34.870566886219045,2.4877157218716874,2022-04-07,4.0,0.41158238172920064,3.0,3,0.75,True,572.3317704426106,0,4,5,2,0,2022-03-31,7.6923076923076925,2022-04-07,87.36263736263736
569,574,NG,Nigeria,Kaduna,Chikun,,,,ChIJrTErxFwuTRARHf-G0LjMqWE,2022-04-08,87.0,,,,65.0,33.0,"Chikun, Kaduna",2022-03-25,37.385489072836265,2022-04-08,fc8e2204-25a4-4800-8cc5-cedeb065cba5,2022-03-25,104.0,,,,66.0,29.0,-17.0,,,,-1.0,4.0,4,0,2022-03-25,34.249250409532365,3.1362386633038994,2022-04-08,4.0,0.41158238172920064,4.0,3,1.0,True,572.3317704426106,0,4,5,2,0,2022-03-25,78.57142857142857,2022-04-08,92.85714285714286
634,639,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-25,,,,115.0,54.0,39.0,"Dala, Kano",2022-03-28,37.933601803249815,2022-04-25,52de37f3-c585-4488-8ee3-5485f67f25d5,2022-03-28,,,,126.0,73.0,35.0,,,,-11.0,-19.0,4.0,0,0,2022-03-28,30.360651810963983,7.572949992285832,2022-04-25,6.0,0.5925502990755845,5.0,3,0.8333333333333334,True,483.77777777777777,0,3,10,1,0,2022-03-28,71.97802197802197,2022-04-25,27.472527472527474
637,642,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-26,,,,120.0,46.0,42.0,"Dala, Kano",2022-03-29,37.24868774414065,2022-04-26,52de37f3-c585-4488-8ee3-5485f67f25d5,2022-03-29,,,,158.0,63.0,35.0,,,,-38.0,-17.0,7.0,1,0,2022-03-29,30.371859934594937,6.876827809545716,2022-04-26,6.0,0.5925502990755845,6.0,3,1.0,True,483.77777777777777,0,3,10,1,0,2022-03-29,49.72527472527473,2022-04-26,91.20879120879121
642,647,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-21,,,,92.0,53.0,40.0,"Dala, Kano",2022-03-31,37.54435433281796,2022-04-21,52de37f3-c585-4488-8ee3-5485f67f25d5,2022-03-31,,,,139.0,61.0,32.0,,,,-47.0,-8.0,8.0,3,0,2022-03-31,33.159805999861845,4.384548332956115,2022-04-21,6.0,0.5925502990755845,1.0,3,0.16666666666666666,True,483.77777777777777,0,3,10,1,0,2022-03-31,8.791208791208792,2022-04-21,97.8021978021978
646,651,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-23,,,120.0,85.0,68.0,41.0,"Dala, Kano",2022-03-26,38.33665423923074,2022-04-23,52de37f3-c585-4488-8ee3-5485f67f25d5,2022-03-26,,,149.0,116.0,73.0,38.0,,,-29.0,-31.0,-5.0,3.0,5,1,2022-03-26,32.51495536830694,5.821698870923797,2022-04-23,6.0,0.5925502990755845,3.0,3,0.5,True,483.77777777777777,0,3,10,1,0,2022-03-26,18.681318681318682,2022-04-23,44.505494505494504
649,654,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-24,,,123.0,82.0,80.0,,"Dala, Kano",2022-03-27,38.61372205946185,2022-04-24,52de37f3-c585-4488-8ee3-5485f67f25d5,2022-03-27,,,139.0,98.0,73.0,,,,-16.0,-16.0,7.0,,6,1,2022-03-27,31.561033328374265,7.052688731087585,2022-04-24,6.0,0.5925502990755845,4.0,3,0.6666666666666666,True,483.77777777777777,0,3,10,1,0,2022-03-27,27.472527472527474,2022-04-24,17.582417582417584
645,650,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-16,,,139.0,103.0,71.0,41.0,"Dala, Kano",2022-03-26,37.56448533799917,2022-04-16,60fc2126-7378-47b0-b621-0937bbba1bd1,2022-03-26,,,149.0,116.0,73.0,38.0,,,-10.0,-13.0,-2.0,3.0,5,1,2022-03-26,32.51495536830694,5.04952996969223,2022-04-16,2.0,0.10054377379010332,1.0,3,0.5,False,483.77777777777777,0,3,10,1,0,2022-03-26,18.681318681318682,2022-04-16,98.9010989010989
648,653,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-17,,,127.0,82.0,91.0,,"Dala, Kano",2022-03-27,36.89579645792645,2022-04-17,60fc2126-7378-47b0-b621-0937bbba1bd1,2022-03-27,,,139.0,98.0,73.0,,,,-12.0,-16.0,18.0,,6,1,2022-03-27,31.561033328374265,5.3347631295521865,2022-04-17,2.0,0.10054377379010332,2.0,3,1.0,False,483.77777777777777,0,3,10,1,0,2022-03-27,27.472527472527474,2022-04-17,60.98901098901099
632,637,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-04,,,,117.0,63.0,40.0,"Dala, Kano",2022-03-28,37.033401065402586,2022-04-04,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-28,,,,126.0,73.0,35.0,,,,-9.0,-10.0,5.0,0,0,2022-03-28,30.360651810963983,6.672749254438603,2022-04-04,11.0,0.8450244698205547,1.0,3,0.09090909090909091,True,483.77777777777777,0,3,10,1,0,2022-03-28,71.97802197802197,2022-04-04,85.71428571428571
633,638,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-11,,,,108.0,58.0,39.0,"Dala, Kano",2022-03-28,37.90670606825088,2022-04-11,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-28,,,,126.0,73.0,35.0,,,,-18.0,-15.0,4.0,0,0,2022-03-28,30.360651810963983,7.546054257286894,2022-04-11,11.0,0.8450244698205547,8.0,3,0.7272727272727273,True,483.77777777777777,0,3,10,1,0,2022-03-28,71.97802197802197,2022-04-11,57.14285714285714
635,640,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-05,,,,125.0,58.0,41.0,"Dala, Kano",2022-03-29,37.02915165159442,2022-04-05,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-29,,,,158.0,63.0,35.0,,,,-33.0,-5.0,6.0,1,0,2022-03-29,30.371859934594937,6.657291716999481,2022-04-05,11.0,0.8450244698205547,2.0,3,0.18181818181818182,True,483.77777777777777,0,3,10,1,0,2022-03-29,49.72527472527473,2022-04-05,78.2967032967033
636,641,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-12,,,,133.0,53.0,41.0,"Dala, Kano",2022-03-29,37.88902282714847,2022-04-12,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-29,,,,158.0,63.0,35.0,,,,-25.0,-10.0,6.0,1,0,2022-03-29,30.371859934594937,7.517162892553536,2022-04-12,11.0,0.8450244698205547,9.0,3,0.8181818181818182,True,483.77777777777777,0,3,10,1,0,2022-03-29,49.72527472527473,2022-04-12,90.65934065934066
638,643,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-06,,,,122.0,68.0,39.0,"Dala, Kano",2022-03-30,37.35502303474482,2022-04-06,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-30,,,,142.0,72.0,34.0,,,,-20.0,-4.0,5.0,2,0,2022-03-30,31.558224591944,5.796798442800817,2022-04-06,11.0,0.8450244698205547,3.0,3,0.2727272727272727,True,483.77777777777777,0,3,10,1,0,2022-03-30,8.791208791208792,2022-04-06,68.95604395604396
639,644,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-13,,,,112.0,63.0,41.0,"Dala, Kano",2022-03-30,38.254417843288905,2022-04-13,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-30,,,,142.0,72.0,34.0,,,,-30.0,-9.0,7.0,2,0,2022-03-30,31.558224591944,6.696193251344905,2022-04-13,11.0,0.8450244698205547,10.0,3,0.9090909090909091,True,483.77777777777777,0,3,10,1,0,2022-03-30,8.791208791208792,2022-04-13,100.0
640,645,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-07,,,,113.0,56.0,41.0,"Dala, Kano",2022-03-31,37.73267019126152,2022-04-07,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-31,,,,139.0,61.0,32.0,,,,-26.0,-5.0,9.0,3,0,2022-03-31,33.159805999861845,4.572864191399674,2022-04-07,11.0,0.8450244698205547,4.0,3,0.36363636363636365,True,483.77777777777777,0,3,10,1,0,2022-03-31,8.791208791208792,2022-04-07,89.56043956043956
641,646,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-14,,,,115.0,51.0,41.0,"Dala, Kano",2022-03-31,37.97698974609381,2022-04-14,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-31,,,,139.0,61.0,32.0,,,,-24.0,-10.0,9.0,3,0,2022-03-31,33.159805999861845,4.8171837462319615,2022-04-14,11.0,0.8450244698205547,11.0,3,1.0,True,483.77777777777777,0,3,10,1,0,2022-03-31,8.791208791208792,2022-04-14,99.45054945054946
643,648,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-08,,,111.0,109.0,62.0,41.0,"Dala, Kano",2022-03-25,38.59302944607211,2022-04-08,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-25,,,142.0,121.0,69.0,37.0,,,-31.0,-12.0,-7.0,4.0,4,0,2022-03-25,32.84685992532309,5.746169520749021,2022-04-08,11.0,0.8450244698205547,5.0,3,0.45454545454545453,True,483.77777777777777,0,3,10,1,0,2022-03-25,92.3076923076923,2022-04-08,8.791208791208792
644,649,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-09,,,113.0,95.0,67.0,42.0,"Dala, Kano",2022-03-26,37.95519722832577,2022-04-09,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-26,,,149.0,116.0,73.0,38.0,,,-36.0,-21.0,-6.0,4.0,5,1,2022-03-26,32.51495536830694,5.44024186001883,2022-04-09,11.0,0.8450244698205547,6.0,3,0.5454545454545454,True,483.77777777777777,0,3,10,1,0,2022-03-26,18.681318681318682,2022-04-09,8.791208791208792
647,652,NG,Nigeria,Kano,Dala,,,,ChIJzSog9b2ArhER0TxeSu5qBqo,2022-04-10,,,118.0,78.0,82.0,,"Dala, Kano",2022-03-27,37.95904159545904,2022-04-10,be49e2ad-afd5-4b35-971d-d1cc3f07afc2,2022-03-27,,,139.0,98.0,73.0,,,,-21.0,-20.0,9.0,,6,1,2022-03-27,31.561033328374265,6.398008267084776,2022-04-10,11.0,0.8450244698205547,7.0,3,0.6363636363636364,True,483.77777777777777,0,3,10,1,0,2022-03-27,27.472527472527474,2022-04-10,8.791208791208792
1395,1403,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-06,,,,,109.0,,"Damaturu, Yobe",2022-03-30,37.4248489709128,2022-04-06,20c6132a-c86d-4315-acaa-6e06476f8a33,2022-03-30,,,,,120.0,,,,,,-11.0,,2,0,2022-03-30,32.77141292322254,4.653436047690256,2022-04-06,9.0,0.7373572593800979,1.0,3,0.1111111111111111,True,382.36951088896825,0,1,4,3,0,2022-03-30,8.791208791208792,2022-04-06,67.3076923076923
1396,1404,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-13,,,,,97.0,,"Damaturu, Yobe",2022-03-30,37.50763411748981,2022-04-13,20c6132a-c86d-4315-acaa-6e06476f8a33,2022-03-30,,,,,120.0,,,,,,-23.0,,2,0,2022-03-30,32.77141292322254,4.736221194267266,2022-04-13,9.0,0.7373572593800979,8.0,3,0.8888888888888888,True,382.36951088896825,0,1,4,3,0,2022-03-30,8.791208791208792,2022-04-13,8.791208791208792
1398,1406,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-07,,,,,115.0,,"Damaturu, Yobe",2022-03-31,38.77177616569499,2022-04-07,20c6132a-c86d-4315-acaa-6e06476f8a33,2022-03-31,,,,,117.0,,,,,,-2.0,,3,0,2022-03-31,33.93699039542489,4.834785770270095,2022-04-07,9.0,0.7373572593800979,2.0,3,0.2222222222222222,True,382.36951088896825,0,1,4,3,0,2022-03-31,8.791208791208792,2022-04-07,87.91208791208791
