,index,country_region_code,country_region,adm1,adm2,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
1416,1424,NG,Nigeria,Yobe,Potiskum,,,,ChIJnduwidLPABERp3VJlr93mi0,2022-04-27,,,,,145.0,,"Potiskum, Yobe",2022-03-30,36.9253292790166,2022-04-27,93d1ee45-47a5-47fa-8e7a-78044b723a4a,2022-03-30,,,,,161.0,,,,,,-16.0,,2,0,2022-03-30,32.4796061880059,4.445723091010699,2022-04-27,9.0,0.7373572593800979,6.0,3,0.6666666666666666,True,433.1961932650073,0,1,8,3,0,2022-03-30,8.241758241758241,2022-04-27,62.08791208791209
607,612,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-25,43.0,,-52.0,,23.0,42.0,"Sabon Gari, Kaduna",2022-03-28,36.134664141942615,2022-04-25,af9e5f52-5387-460a-86b8-5ba8d91f229c,2022-03-28,,,-55.0,,36.0,37.0,,,3.0,,-13.0,5.0,0,0,2022-03-28,30.400034681199127,5.734629460743488,2022-04-25,5.0,0.5128874388254486,5.0,3,1.0,True,658.4038461538462,0,4,9,2,0,2022-03-28,67.58241758241759,2022-04-25,89.01098901098901
614,619,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-21,41.0,,-66.0,,14.0,42.0,"Sabon Gari, Kaduna",2022-03-31,35.92981610979357,2022-04-21,af9e5f52-5387-460a-86b8-5ba8d91f229c,2022-03-31,,,-72.0,,30.0,34.0,,,6.0,,-16.0,8.0,3,0,2022-03-31,33.43282019808182,2.4969959117117497,2022-04-21,5.0,0.5128874388254486,1.0,3,0.2,True,658.4038461538462,0,4,9,2,0,2022-03-31,8.241758241758241,2022-04-21,94.5054945054945
617,622,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-23,,,,,68.0,,"Sabon Gari, Kaduna",2022-03-26,36.54480767628507,2022-04-23,af9e5f52-5387-460a-86b8-5ba8d91f229c,2022-03-26,,,,,82.0,,,,,,-14.0,,5,1,2022-03-26,32.17359221170823,4.371215464576835,2022-04-23,5.0,0.5128874388254486,3.0,3,0.6,True,658.4038461538462,0,4,9,2,0,2022-03-26,17.032967032967033,2022-04-23,54.395604395604394
619,624,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-24,,,,,63.0,,"Sabon Gari, Kaduna",2022-03-27,36.566435798766165,2022-04-24,af9e5f52-5387-460a-86b8-5ba8d91f229c,2022-03-27,,,,,72.0,,,,,,-9.0,,6,1,2022-03-27,31.19864557470598,5.367790224060183,2022-04-24,5.0,0.5128874388254486,4.0,3,0.8,True,658.4038461538462,0,4,9,2,0,2022-03-27,25.549450549450547,2022-04-24,19.78021978021978
605,610,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-04,,,-59.0,,24.0,42.0,"Sabon Gari, Kaduna",2022-03-28,35.68411751398969,2022-04-04,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-28,,,-55.0,,36.0,37.0,,,-4.0,,-12.0,5.0,0,0,2022-03-28,30.400034681199127,5.284082832790563,2022-04-04,11.0,0.8450244698205547,1.0,3,0.09090909090909091,True,658.4038461538462,0,4,9,2,0,2022-03-28,67.58241758241759,2022-04-04,80.76923076923077
606,611,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-11,,,-51.0,,25.0,42.0,"Sabon Gari, Kaduna",2022-03-28,35.97636631556924,2022-04-11,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-28,,,-55.0,,36.0,37.0,,,4.0,,-11.0,5.0,0,0,2022-03-28,30.400034681199127,5.57633163437011,2022-04-11,11.0,0.8450244698205547,8.0,3,0.7272727272727273,True,658.4038461538462,0,4,9,2,0,2022-03-28,67.58241758241759,2022-04-11,89.56043956043956
608,613,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-05,57.0,,-59.0,,26.0,40.0,"Sabon Gari, Kaduna",2022-03-29,35.64231206500345,2022-04-05,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-29,57.0,,-66.0,,29.0,37.0,0.0,,7.0,,-3.0,3.0,1,0,2022-03-29,30.87726694250868,4.765045122494772,2022-04-05,11.0,0.8450244698205547,2.0,3,0.18181818181818182,True,658.4038461538462,0,4,9,2,0,2022-03-29,46.42857142857143,2022-04-05,73.35164835164835
609,614,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-12,46.0,,-59.0,,18.0,41.0,"Sabon Gari, Kaduna",2022-03-29,35.52939399840343,2022-04-12,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-29,57.0,,-66.0,,29.0,37.0,-11.0,,7.0,,-11.0,4.0,1,0,2022-03-29,30.87726694250868,4.6521270558947485,2022-04-12,11.0,0.8450244698205547,9.0,3,0.8181818181818182,True,658.4038461538462,0,4,9,2,0,2022-03-29,46.42857142857143,2022-04-12,97.8021978021978
610,615,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-06,50.0,,-64.0,,18.0,41.0,"Sabon Gari, Kaduna",2022-03-30,36.57975817483572,2022-04-06,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-30,53.0,,-61.0,,21.0,36.0,-3.0,,-3.0,,-3.0,5.0,2,0,2022-03-30,32.08490495170871,4.494853223127009,2022-04-06,11.0,0.8450244698205547,3.0,3,0.2727272727272727,True,658.4038461538462,0,4,9,2,0,2022-03-30,8.241758241758241,2022-04-06,63.46153846153846
611,616,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-13,35.0,,-64.0,,15.0,44.0,"Sabon Gari, Kaduna",2022-03-30,36.015700688437846,2022-04-13,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-30,53.0,,-61.0,,21.0,36.0,-18.0,,-3.0,,-6.0,8.0,2,0,2022-03-30,32.08490495170871,3.930795736729138,2022-04-13,11.0,0.8450244698205547,10.0,3,0.9090909090909091,True,658.4038461538462,0,4,9,2,0,2022-03-30,8.241758241758241,2022-04-13,98.9010989010989
612,617,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-07,48.0,,-67.0,,25.0,40.0,"Sabon Gari, Kaduna",2022-03-31,36.73502240862168,2022-04-07,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-31,,,-72.0,,30.0,34.0,,,5.0,,-5.0,6.0,3,0,2022-03-31,33.43282019808182,3.3022022105398605,2022-04-07,11.0,0.8450244698205547,4.0,3,0.36363636363636365,True,658.4038461538462,0,4,9,2,0,2022-03-31,8.241758241758241,2022-04-07,84.61538461538461
613,618,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-14,52.0,,-66.0,,18.0,38.0,"Sabon Gari, Kaduna",2022-03-31,35.38066924564424,2022-04-14,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-31,,,-72.0,,30.0,34.0,,,6.0,,-12.0,4.0,3,0,2022-03-31,33.43282019808182,1.9478490475624213,2022-04-14,11.0,0.8450244698205547,11.0,3,1.0,True,658.4038461538462,0,4,9,2,0,2022-03-31,8.241758241758241,2022-04-14,95.05494505494505
615,620,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-08,,,-22.0,,49.0,40.0,"Sabon Gari, Kaduna",2022-03-25,36.82150704520093,2022-04-08,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-25,,,-20.0,,68.0,35.0,,,-2.0,,-19.0,5.0,4,0,2022-03-25,32.471189806385674,4.350317238815258,2022-04-08,11.0,0.8450244698205547,5.0,3,0.45454545454545453,True,658.4038461538462,0,4,9,2,0,2022-03-25,86.81318681318682,2022-04-08,65.93406593406593
616,621,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-09,,,,,59.0,,"Sabon Gari, Kaduna",2022-03-26,35.85205380878755,2022-04-09,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-26,,,,,82.0,,,,,,-23.0,,5,1,2022-03-26,32.17359221170823,3.6784615970793197,2022-04-09,11.0,0.8450244698205547,6.0,3,0.5454545454545454,True,658.4038461538462,0,4,9,2,0,2022-03-26,17.032967032967033,2022-04-09,8.241758241758241
618,623,NG,Nigeria,Kaduna,Sabon Gari,,,,ChIJ5eXh4r-GshER9WA7OPiYic0,2022-04-10,,,,,60.0,,"Sabon Gari, Kaduna",2022-03-27,36.006928701249414,2022-04-10,f661fa70-ca7b-4df2-a711-ebeedcd6150b,2022-03-27,,,,,72.0,,,,,,-12.0,,6,1,2022-03-27,31.19864557470598,4.808283126543433,2022-04-10,11.0,0.8450244698205547,7.0,3,0.6363636363636364,True,658.4038461538462,0,4,9,2,0,2022-03-27,25.549450549450547,2022-04-10,32.417582417582416
270,273,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-03-31,,,,,58.0,,"Sapele, Delta",2022-02-24,40.33783524124715,2022-03-31,4f655ab2-7c98-470d-b0d3-f21d9f81c5c8,2022-02-24,,,,,31.0,,,,,,27.0,,3,0,2022-02-24,38.49107601024492,1.8467592310022312,2022-03-31,2.0,0.10054377379010332,2.0,2,1.0,False,12.87,0,10,8,6,0,2022-02-24,39.56043956043956,2022-03-31,48.35164835164835
276,279,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-03-30,,,,,55.0,,"Sapele, Delta",2022-02-16,39.73907859237109,2022-03-30,4f655ab2-7c98-470d-b0d3-f21d9f81c5c8,2022-02-16,,,,,27.0,,,,,,28.0,,2,0,2022-02-16,38.4085736451326,1.330504947238488,2022-03-30,2.0,0.10054377379010332,1.0,2,0.5,False,12.87,0,10,8,6,0,2022-02-16,50.54945054945055,2022-03-30,42.30769230769231
267,270,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-03-18,,,,,62.0,,"Sapele, Delta",2022-02-11,39.8660677450675,2022-03-18,742986f0-7c06-47ed-9a12-d3447744dd4f,2022-02-11,,,,,26.0,,,,,,36.0,,4,0,2022-02-11,36.28216743469242,3.5839003103750784,2022-03-18,7.0,0.6387710712343665,2.0,2,0.2857142857142857,True,12.87,0,10,8,6,0,2022-02-11,26.923076923076923,2022-03-18,67.03296703296702
269,272,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-03-17,,,,,54.0,,"Sapele, Delta",2022-02-24,40.346995812875285,2022-03-17,742986f0-7c06-47ed-9a12-d3447744dd4f,2022-02-24,,,,,31.0,,,,,,23.0,,3,0,2022-02-24,38.49107601024492,1.8559198026303676,2022-03-17,7.0,0.6387710712343665,1.0,2,0.14285714285714285,True,12.87,0,10,8,6,0,2022-02-24,39.56043956043956,2022-03-17,51.64835164835166
271,274,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-03-19,,,,,64.0,,"Sapele, Delta",2022-03-12,39.898486313996536,2022-03-19,742986f0-7c06-47ed-9a12-d3447744dd4f,2022-03-12,,,,,65.0,,,,,,-1.0,,5,1,2022-03-12,35.426185395982564,4.472300918013971,2022-03-19,7.0,0.6387710712343665,3.0,3,0.42857142857142855,True,12.87,0,10,8,6,0,2022-03-12,68.68131868131869,2022-03-19,65.93406593406593
272,275,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-03-20,,,,,74.0,,"Sapele, Delta",2022-03-06,40.12903778641316,2022-03-20,742986f0-7c06-47ed-9a12-d3447744dd4f,2022-03-06,,,,,46.0,,,,,,28.0,,6,1,2022-03-06,37.90206167433001,2.2269761120831504,2022-03-20,7.0,0.6387710712343665,4.0,3,0.5714285714285714,True,12.87,0,10,8,6,0,2022-03-06,93.4065934065934,2022-03-20,74.17582417582418
273,276,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-03-21,,,,,57.0,,"Sapele, Delta",2022-02-28,39.90991415800875,2022-03-21,742986f0-7c06-47ed-9a12-d3447744dd4f,2022-02-28,,,,,25.0,,,,,,32.0,,0,0,2022-02-28,38.2325864721228,1.677327685885956,2022-03-21,7.0,0.6387710712343665,5.0,2,0.7142857142857143,True,12.87,0,10,8,6,0,2022-02-28,44.505494505494504,2022-03-21,52.74725274725275
274,277,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-03-22,,,,,55.0,,"Sapele, Delta",2022-02-22,40.05284203423398,2022-03-22,742986f0-7c06-47ed-9a12-d3447744dd4f,2022-02-22,,,,,30.0,,,,,,25.0,,1,0,2022-02-22,36.48725403679746,3.5655879974365234,2022-03-22,7.0,0.6387710712343665,6.0,2,0.8571428571428571,True,12.87,0,10,8,6,0,2022-02-22,15.934065934065933,2022-03-22,46.7032967032967
275,278,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-03-23,,,,,52.0,,"Sapele, Delta",2022-02-16,39.5719800172029,2022-03-23,742986f0-7c06-47ed-9a12-d3447744dd4f,2022-02-16,,,,,27.0,,,,,,25.0,,2,0,2022-02-16,38.4085736451326,1.1634063720702983,2022-03-23,7.0,0.6387710712343665,7.0,2,1.0,True,12.87,0,10,8,6,0,2022-02-16,50.54945054945055,2022-03-23,64.83516483516483
266,269,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-02-18,,,,,22.0,,"Sapele, Delta",2022-02-11,39.903327094184064,2022-02-18,daa482bc-9849-48b8-a5e8-30a0c7da2acd,2022-02-11,,,,,26.0,,,,,,-4.0,,4,0,2022-02-11,36.28216743469242,3.6211596594916458,2022-02-18,2.0,0.10054377379010332,1.0,2,0.5,False,12.87,0,10,8,6,0,2022-02-11,26.923076923076923,2022-02-18,49.45054945054945
268,271,NG,Nigeria,Delta,Sapele,,,,ChIJfZVfw4H8QBAR0vuWiYAllUU,2022-02-19,,,,,26.0,,"Sapele, Delta",2022-02-12,39.80552284805867,2022-02-19,daa482bc-9849-48b8-a5e8-30a0c7da2acd,2022-02-12,,,,,25.0,,,,,,1.0,,5,1,2022-02-12,36.822127942685775,2.983394905372897,2022-02-19,2.0,0.10054377379010332,2.0,2,1.0,False,12.87,0,10,8,6,0,2022-02-12,34.61538461538461,2022-02-19,70.87912087912088
956,962,NG,Nigeria,Lagos,Shomolu,,,,ChIJ8RAlRg6NOxARJYGn_NRK4rA,2022-03-15,20.0,15.0,27.0,25.0,9.0,22.0,"Shomolu, Lagos",2022-02-22,38.69721730550134,2022-03-15,0b9aaed5-7f24-4481-9f09-a781d03986f6,2022-02-22,60.0,27.0,22.0,17.0,9.0,20.0,-40.0,-12.0,5.0,8.0,0.0,2.0,1,0,2022-02-22,36.56504313151044,2.1321741739908973,2022-03-15,5.0,0.5128874388254486,1.0,2,0.2,True,10.214285714285714,0,10,10,3,0,2022-02-22,20.32967032967033,2022-03-15,63.73626373626373
957,963,NG,Nigeria,Lagos,Shomolu,,,,ChIJ8RAlRg6NOxARJYGn_NRK4rA,2022-03-16,21.0,20.0,21.0,24.0,8.0,21.0,"Shomolu, Lagos",2022-03-02,38.81650288899744,2022-03-16,0b9aaed5-7f24-4481-9f09-a781d03986f6,2022-03-02,43.0,34.0,6.0,33.0,5.0,21.0,-22.0,-14.0,15.0,-9.0,3.0,0.0,2,0,2022-03-02,37.86042955186633,0.9560733371311088,2022-03-16,5.0,0.5128874388254486,2.0,3,0.4,True,10.214285714285714,0,10,10,3,0,2022-03-02,43.956043956043956,2022-03-16,73.62637362637363
958,964,NG,Nigeria,Lagos,Shomolu,,,,ChIJ8RAlRg6NOxARJYGn_NRK4rA,2022-03-17,30.0,19.0,16.0,21.0,6.0,22.0,"Shomolu, Lagos",2022-02-24,39.58991580539282,2022-03-17,0b9aaed5-7f24-4481-9f09-a781d03986f6,2022-02-24,46.0,24.0,20.0,20.0,6.0,20.0,-16.0,-5.0,-4.0,1.0,0.0,2.0,3,0,2022-02-24,37.61857774522571,1.9713380601671133,2022-03-17,5.0,0.5128874388254486,3.0,2,0.6,True,10.214285714285714,0,10,10,3,0,2022-02-24,44.505494505494504,2022-03-17,62.08791208791209
959,965,NG,Nigeria,Lagos,Shomolu,,,,ChIJ8RAlRg6NOxARJYGn_NRK4rA,2022-03-18,32.0,20.0,9.0,27.0,10.0,21.0,"Shomolu, Lagos",2022-03-11,39.26485697428387,2022-03-18,0b9aaed5-7f24-4481-9f09-a781d03986f6,2022-03-11,30.0,21.0,25.0,32.0,10.0,21.0,2.0,-1.0,-16.0,-5.0,0.0,0.0,4,0,2022-03-11,37.49688890245227,1.7679680718316035,2022-03-18,5.0,0.5128874388254486,4.0,3,0.8,True,10.214285714285714,0,10,10,3,0,2022-03-11,83.51648351648352,2022-03-18,64.83516483516483
960,966,NG,Nigeria,Lagos,Shomolu,,,,ChIJ8RAlRg6NOxARJYGn_NRK4rA,2022-03-19,27.0,17.0,7.0,22.0,4.0,17.0,"Shomolu, Lagos",2022-03-12,39.09745534261072,2022-03-19,0b9aaed5-7f24-4481-9f09-a781d03986f6,2022-03-12,28.0,15.0,10.0,26.0,6.0,18.0,-1.0,2.0,-3.0,-4.0,-2.0,-1.0,5,1,2022-03-12,37.21374087863501,1.8837144639757142,2022-03-19,5.0,0.5128874388254486,5.0,3,1.0,True,10.214285714285714,0,10,10,3,0,2022-03-12,58.24175824175825,2022-03-19,56.59340659340659
1357,1365,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-20,,,,,102.0,,"Sokoto North, Sokoto",2022-03-30,40.06748411390521,2022-04-20,7e70b027-c59c-458e-8a0d-41b2909f252e,2022-03-30,,,,,127.0,,,,,,-25.0,,2,0,2022-03-30,33.81667259666659,6.250811517238617,2022-04-20,5.0,0.5128874388254486,1.0,3,0.2,True,259.40425531914894,0,1,10,5,0,2022-03-30,9.340659340659341,2022-04-20,45.05494505494506
1360,1368,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-21,,,,,113.0,,"Sokoto North, Sokoto",2022-03-31,40.770036909315365,2022-04-21,7e70b027-c59c-458e-8a0d-41b2909f252e,2022-03-31,,,,,140.0,,,,,,-27.0,,3,0,2022-03-31,35.28547290298678,5.484564006328583,2022-04-21,5.0,0.5128874388254486,2.0,3,0.4,True,259.40425531914894,0,1,10,5,0,2022-03-31,9.340659340659341,2022-04-21,98.35164835164835
1363,1371,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-22,,,,,118.0,,"Sokoto North, Sokoto",2022-03-25,40.32321294148767,2022-04-22,7e70b027-c59c-458e-8a0d-41b2909f252e,2022-03-25,,,,,138.0,,,,,,-20.0,,4,0,2022-03-25,35.175718466440884,5.147494475046784,2022-04-22,5.0,0.5128874388254486,3.0,3,0.6,True,259.40425531914894,0,1,10,5,0,2022-03-25,91.20879120879121,2022-04-22,97.8021978021978
1365,1373,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-23,,,,,130.0,,"Sokoto North, Sokoto",2022-04-02,40.44478522406689,2022-04-23,7e70b027-c59c-458e-8a0d-41b2909f252e,2022-04-02,,,,,143.0,,,,,,-13.0,,5,1,2022-04-02,36.10341201225921,4.341373211807678,2022-04-23,5.0,0.5128874388254486,4.0,4,0.8,True,259.40425531914894,0,1,10,5,0,2022-04-02,21.978021978021978,2022-04-23,96.7032967032967
1367,1375,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-24,,,,,146.0,,"Sokoto North, Sokoto",2022-03-27,39.42903264322217,2022-04-24,7e70b027-c59c-458e-8a0d-41b2909f252e,2022-03-27,,,,,160.0,,,,,,-14.0,,6,1,2022-03-27,34.274448454380064,5.154584188842108,2022-04-24,5.0,0.5128874388254486,5.0,3,1.0,True,259.40425531914894,0,1,10,5,0,2022-03-27,27.747252747252748,2022-04-24,0.5494505494505495
1353,1361,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-05,,,,,103.0,,"Sokoto North, Sokoto",2022-03-29,39.26971647474505,2022-04-05,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-29,,,,,124.0,,,,,,-21.0,,1,0,2022-03-29,32.61735922760437,6.652357247140685,2022-04-05,11.0,0.8450244698205547,1.0,3,0.09090909090909091,True,259.40425531914894,0,1,10,5,0,2022-03-29,51.373626373626365,2022-04-05,77.1978021978022
1354,1362,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-12,,,,,93.0,,"Sokoto North, Sokoto",2022-03-29,40.85218005710183,2022-04-12,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-29,,,,,124.0,,,,,,-31.0,,1,0,2022-03-29,32.61735922760437,8.234820829497465,2022-04-12,11.0,0.8450244698205547,8.0,3,0.7272727272727273,True,259.40425531914894,0,1,10,5,0,2022-03-29,51.373626373626365,2022-04-12,95.05494505494505
1355,1363,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-06,,,,,109.0,,"Sokoto North, Sokoto",2022-03-30,40.10457356770837,2022-04-06,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-30,,,,,127.0,,,,,,-18.0,,2,0,2022-03-30,33.81667259666659,6.287900971041779,2022-04-06,11.0,0.8450244698205547,2.0,3,0.18181818181818182,True,259.40425531914894,0,1,10,5,0,2022-03-30,9.340659340659341,2022-04-06,67.85714285714286
1356,1364,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-13,,,,,104.0,,"Sokoto North, Sokoto",2022-03-30,40.4961162143284,2022-04-13,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-30,,,,,127.0,,,,,,-23.0,,2,0,2022-03-30,33.81667259666659,6.679443617661811,2022-04-13,11.0,0.8450244698205547,9.0,3,0.8181818181818182,True,259.40425531914894,0,1,10,5,0,2022-03-30,9.340659340659341,2022-04-13,21.428571428571427
1358,1366,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-07,,,,,112.0,,"Sokoto North, Sokoto",2022-03-31,39.90508153206778,2022-04-07,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-31,,,,,140.0,,,,,,-28.0,,3,0,2022-03-31,35.28547290298678,4.619608629081,2022-04-07,11.0,0.8450244698205547,3.0,3,0.2727272727272727,True,259.40425531914894,0,1,10,5,0,2022-03-31,9.340659340659341,2022-04-07,89.01098901098901
1359,1367,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-14,,,,,102.0,,"Sokoto North, Sokoto",2022-03-31,40.282575819227446,2022-04-14,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-31,,,,,140.0,,,,,,-38.0,,3,0,2022-03-31,35.28547290298678,4.997102916240664,2022-04-14,11.0,0.8450244698205547,10.0,3,0.9090909090909091,True,259.40425531914894,0,1,10,5,0,2022-03-31,9.340659340659341,2022-04-14,97.25274725274726
1361,1369,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-08,,,,,120.0,,"Sokoto North, Sokoto",2022-03-25,40.44034110175241,2022-04-08,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-25,,,,,138.0,,,,,,-18.0,,4,0,2022-03-25,35.175718466440884,5.264622635311525,2022-04-08,11.0,0.8450244698205547,4.0,3,0.36363636363636365,True,259.40425531914894,0,1,10,5,0,2022-03-25,91.20879120879121,2022-04-08,9.340659340659341
1362,1370,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-15,,,,,89.0,,"Sokoto North, Sokoto",2022-03-25,40.13102425469296,2022-04-15,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-25,,,,,138.0,,,,,,-49.0,,4,0,2022-03-25,35.175718466440884,4.955305788252076,2022-04-15,11.0,0.8450244698205547,11.0,3,1.0,True,259.40425531914894,0,1,10,5,0,2022-03-25,91.20879120879121,2022-04-15,99.45054945054946
1364,1372,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-09,,,,,122.0,,"Sokoto North, Sokoto",2022-04-02,40.1142904493544,2022-04-09,83f43894-783e-4910-bc44-9751ed2c728f,2022-04-02,,,,,143.0,,,,,,-21.0,,5,1,2022-04-02,36.10341201225921,4.010878437095187,2022-04-09,11.0,0.8450244698205547,5.0,4,0.45454545454545453,True,259.40425531914894,0,1,10,5,0,2022-04-02,21.978021978021978,2022-04-09,9.340659340659341
1366,1374,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-10,,,,,152.0,,"Sokoto North, Sokoto",2022-03-27,39.76012971666128,2022-04-10,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-27,,,,,160.0,,,,,,-8.0,,6,1,2022-03-27,34.274448454380064,5.4856812622812186,2022-04-10,11.0,0.8450244698205547,6.0,3,0.5454545454545454,True,259.40425531914894,0,1,10,5,0,2022-03-27,27.747252747252748,2022-04-10,9.340659340659341
1368,1376,NG,Nigeria,Sokoto,Sokoto North,,,,ChIJ91cavCrDtxER8osCUMTaRsA,2022-04-11,,,,,92.0,,"Sokoto North, Sokoto",2022-03-28,39.71435334947378,2022-04-11,83f43894-783e-4910-bc44-9751ed2c728f,2022-03-28,,,,,122.0,,,,,,-30.0,,0,0,2022-03-28,32.73096389240692,6.983389457066863,2022-04-11,11.0,0.8450244698205547,7.0,3,0.6363636363636364,True,259.40425531914894,0,1,10,5,0,2022-03-28,71.42857142857143,2022-04-11,45.05494505494506
1373,1381,NG,Nigeria,Sokoto,Sokoto South,,,,ChIJXXyXA6nEtxERQOpZgfLgqPM,2022-04-20,,,,,44.0,,"Sokoto South, Sokoto",2022-03-30,39.931068420410185,2022-04-20,14cbe3d7-0576-449a-ada8-457fb01904f6,2022-03-30,,,,,65.0,,,,,,-21.0,,2,0,2022-03-30,33.78788497712881,6.143183443281373,2022-04-20,5.0,0.5128874388254486,1.0,3,0.2,True,296.05882352941177,0,1,10,5,0,2022-03-30,9.340659340659341,2022-04-20,45.05494505494506
