,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0_x,datetime_heat,number,spatial_ref,t2m,d2m,rh,thi_heat,adm2,adm1,day,month,year,location_x,datetime_ord,pct,level_0,heatwave,heat_ID,Heat Wave Duration_x,control_day,day_of_week,num_iters,diff,Unnamed: 0_y,country_region_code,country_region,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location_y,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,location,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration_y,dur_ranking,stage,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
1609,1614,17319,205343,205343,2022-09-01,0.0,0.0,30.036337,18.495462,97.35996,29.35006414140977,Boyabat,Sinop,1,7,2022,"Boyabat, Sinop",738399,0.9568627450980391,61.0,1.0,14a72de4-91ab-48be-ab5e-f9eeb2f909b1,,2022-07-21,3,test,42 days,141277,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-09-01,,,,,7.0,,"Boyabat, Sinop",2022-07-21,,,,,-3.0,,"Boyabat, Sinop",,,,,10.0,,0,2022-07-21,23.082105697147465,6.267958444262305,2022-09-01,5.0,0.4904435022545259,3.0,0.6,True,842.890072432893,0,3,4,7,0,2022-07-21,35.714285714285715,2022-09-01,59.74025974025974
1610,1615,17315,205337,205337,2022-08-26,0.0,0.0,29.062357,17.923117,89.38579,28.56843206617572,Boyabat,Sinop,26,8,2022,"Boyabat, Sinop",738393,0.9320261437908496,57.0,1.0,e6ca9783-e759-406d-8605-e84423bfd841,,2022-08-19,4,test,7 days,141271,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-26,,,,-49.0,-1.0,,"Boyabat, Sinop",2022-08-19,,,,-45.0,-1.0,,"Boyabat, Sinop",,,,-4.0,0.0,,0,2022-08-19,25.866626406472864,2.701805659702856,2022-08-26,7.0,0.7154922942324518,6.0,0.8571428571428571,True,842.890072432893,0,3,4,7,0,2022-08-19,75.97402597402598,2022-08-26,72.07792207792207
1611,1616,17320,205344,205344,2022-09-02,0.0,0.0,28.993622,18.76888,98.95178,28.766806314862,Boyabat,Sinop,2,8,2022,"Boyabat, Sinop",738400,0.9398692810457516,62.0,1.0,14a72de4-91ab-48be-ab5e-f9eeb2f909b1,,2022-08-19,4,test,14 days,141278,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-09-02,,,,-45.0,1.0,,"Boyabat, Sinop",2022-08-19,,,,-45.0,-1.0,,"Boyabat, Sinop",,,,0.0,2.0,,0,2022-08-19,25.866626406472864,2.900179908389134,2022-09-02,5.0,0.4904435022545259,4.0,0.8,True,842.890072432893,0,3,4,7,0,2022-08-19,75.97402597402598,2022-09-02,39.61038961038961
1612,1617,17316,205338,205338,2022-08-27,0.0,0.0,28.53652,17.915192,97.83551,28.271054616050154,Boyabat,Sinop,27,8,2022,"Boyabat, Sinop",738394,0.9137254901960784,58.0,1.0,e6ca9783-e759-406d-8605-e84423bfd841,,2022-08-20,5,test,7 days,141272,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-27,,,,,15.0,,"Boyabat, Sinop",2022-08-20,,,,-47.0,10.0,,"Boyabat, Sinop",,,,,5.0,,1,2022-08-20,25.8461511702765,2.424903445773655,2022-08-27,7.0,0.7154922942324518,7.0,1.0,True,842.890072432893,0,3,4,7,0,2022-08-20,68.83116883116884,2022-08-27,62.33766233766234
1613,1618,17321,205345,205345,2022-09-03,0.0,0.0,31.651066,18.80544,95.59978,30.40630476815364,Boyabat,Sinop,3,8,2022,"Boyabat, Sinop",738401,0.9816993464052288,63.0,1.0,14a72de4-91ab-48be-ab5e-f9eeb2f909b1,,2022-08-20,5,test,14 days,141279,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-09-03,,,,-60.0,7.0,,"Boyabat, Sinop",2022-08-20,,,,-47.0,10.0,,"Boyabat, Sinop",,,,-13.0,-3.0,,1,2022-08-20,25.8461511702765,4.5601535978771395,2022-09-03,5.0,0.4904435022545259,5.0,1.0,True,842.890072432893,0,3,4,7,0,2022-08-20,68.83116883116884,2022-09-03,59.09090909090909
1614,1619,17322,205358,205358,2022-09-16,0.0,0.0,31.010519,13.278159,60.403084,29.45010563683892,Boyabat,Sinop,16,9,2022,"Boyabat, Sinop",738414,0.9594771241830066,64.0,1.0,8003d520-a977-4581-bc7c-ac885ed22851,3.0,2022-09-09,4,test,7 days,141292,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-09-16,,,,,1.0,,"Boyabat, Sinop",2022-09-09,,,,-45.0,0.0,,"Boyabat, Sinop",,,,,1.0,,0,2022-09-09,22.952554036700576,6.497551600138344,2022-09-16,3.0,0.22908674877178814,1.0,0.3333333333333333,False,842.890072432893,0,3,4,7,0,2022-09-09,13.636363636363635,2022-09-16,57.7922077922078
1615,1620,17323,205359,205359,2022-09-17,0.0,0.0,31.856668,14.172969,67.55996,30.11150844513428,Boyabat,Sinop,17,9,2022,"Boyabat, Sinop",738415,0.9738562091503268,65.0,1.0,8003d520-a977-4581-bc7c-ac885ed22851,,2022-09-10,5,test,7 days,141293,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-09-17,,,,-60.0,14.0,,"Boyabat, Sinop",2022-09-10,,,,-52.0,16.0,,"Boyabat, Sinop",,,,-8.0,-2.0,,1,2022-09-10,26.256128795563264,3.8553796495710166,2022-09-17,3.0,0.22908674877178814,2.0,0.6666666666666666,False,842.890072432893,0,3,4,7,0,2022-09-10,11.03896103896104,2022-09-17,37.01298701298701
1616,1621,17324,205360,205360,2022-09-18,0.0,0.0,31.794962,15.658225,82.69148,30.050775427001724,Boyabat,Sinop,18,9,2022,"Boyabat, Sinop",738416,0.9699346405228758,66.0,1.0,8003d520-a977-4581-bc7c-ac885ed22851,,2022-09-04,6,test,14 days,141294,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-09-18,,,,-56.0,4.0,,"Boyabat, Sinop",2022-09-04,,,,-58.0,3.0,,"Boyabat, Sinop",,,,2.0,1.0,,1,2022-09-04,23.44598391699416,6.604791510007566,2022-09-18,3.0,0.22908674877178814,3.0,1.0,False,842.890072432893,0,3,4,7,0,2022-09-04,69.48051948051948,2022-09-18,31.16883116883117
1617,1622,17389,206857,206857,2022-07-27,0.0,0.0,37.3311,9.491364,44.49746,34.35100987795054,Bozdogan,Aydin,27,7,2022,"Bozdogan, Aydin",738363,0.9594771241830066,64.0,1.0,5a078a77-2c31-4227-9a9e-26342e526400,5.0,2022-07-20,2,test,7 days,22208,TR,Turkey,,,,ChIJzUNoMJ5MvxQRHd2MNjIBLKc,2022-07-27,,,,,-23.0,,"Bozdogan, Aydin",2022-07-20,,,,,-23.0,,"Bozdogan, Aydin",,,,,0.0,,0,2022-07-20,30.922399450231524,3.428610427719015,2022-07-27,5.0,0.4904435022545259,1.0,0.2,True,695.3396674584324,0,7,5,7,0,2022-07-20,20.12987012987013,2022-07-27,26.623376623376622
1618,1623,17395,206864,206864,2022-08-03,0.0,0.0,36.992664,13.4293785,57.146816,34.84110961725686,Bozdogan,Aydin,3,7,2022,"Bozdogan, Aydin",738370,0.9751633986928104,70.0,1.0,247b4b9d-6a6c-4a5d-9b51-e3cf6ddc64a6,,2022-07-20,2,test,14 days,22213,TR,Turkey,,,,ChIJzUNoMJ5MvxQRHd2MNjIBLKc,2022-08-03,,,,,-21.0,,"Bozdogan, Aydin",2022-07-20,,,,,-23.0,,"Bozdogan, Aydin",,,,,2.0,,0,2022-07-20,30.922399450231524,3.9187101670253384,2022-08-03,5.0,0.4904435022545259,2.0,0.4,True,695.3396674584324,0,7,5,7,0,2022-07-20,20.12987012987013,2022-08-03,2.922077922077922
1619,1624,17390,206858,206858,2022-07-28,0.0,0.0,38.631813,11.62716,42.53625,35.53045075616722,Bozdogan,Aydin,28,7,2022,"Bozdogan, Aydin",738364,0.9908496732026144,65.0,1.0,5a078a77-2c31-4227-9a9e-26342e526400,,2022-07-21,3,test,7 days,22209,TR,Turkey,,,,ChIJzUNoMJ5MvxQRHd2MNjIBLKc,2022-07-28,,,,,-10.0,,"Bozdogan, Aydin",2022-07-21,,,,,-10.0,,"Bozdogan, Aydin",,,,,0.0,,0,2022-07-21,30.81976666862586,4.71068408754136,2022-07-28,5.0,0.4904435022545259,2.0,0.4,True,695.3396674584324,0,7,5,7,0,2022-07-21,48.701298701298704,2022-07-28,46.103896103896105
1620,1625,17396,206865,206865,2022-08-04,0.0,0.0,36.337635,14.345612,52.29519,34.497177453688664,Bozdogan,Aydin,4,7,2022,"Bozdogan, Aydin",738371,0.962091503267974,71.0,1.0,247b4b9d-6a6c-4a5d-9b51-e3cf6ddc64a6,,2022-07-21,3,test,14 days,22214,TR,Turkey,,,,ChIJzUNoMJ5MvxQRHd2MNjIBLKc,2022-08-04,,,,,-10.0,,"Bozdogan, Aydin",2022-07-21,,,,,-10.0,,"Bozdogan, Aydin",,,,,0.0,,0,2022-07-21,30.81976666862586,3.677410785062804,2022-08-04,5.0,0.4904435022545259,3.0,0.6,True,695.3396674584324,0,7,5,7,0,2022-07-21,48.701298701298704,2022-08-04,41.55844155844156
1621,1626,17391,206859,206859,2022-07-29,0.0,0.0,37.52618,12.895606,49.401375,34.87660420989552,Bozdogan,Aydin,29,7,2022,"Bozdogan, Aydin",738365,0.9777777777777776,66.0,1.0,5a078a77-2c31-4227-9a9e-26342e526400,,2022-07-22,4,test,7 days,22210,TR,Turkey,,,,ChIJzUNoMJ5MvxQRHd2MNjIBLKc,2022-07-29,,,,,-16.0,,"Bozdogan, Aydin",2022-07-22,,,,,-28.0,,"Bozdogan, Aydin",,,,,12.0,,0,2022-07-22,31.6307553454636,3.245848864431917,2022-07-29,5.0,0.4904435022545259,3.0,0.6,True,695.3396674584324,0,7,5,7,0,2022-07-22,30.519480519480517,2022-07-29,61.68831168831169
1622,1627,17397,206866,206866,2022-08-05,0.0,0.0,36.42577,15.775896,62.100384,34.93847976496194,Bozdogan,Aydin,5,7,2022,"Bozdogan, Aydin",738372,0.9790849673202614,72.0,1.0,247b4b9d-6a6c-4a5d-9b51-e3cf6ddc64a6,,2022-07-22,4,test,14 days,22215,TR,Turkey,,,,ChIJzUNoMJ5MvxQRHd2MNjIBLKc,2022-08-05,,,,,-17.0,,"Bozdogan, Aydin",2022-07-22,,,,,-28.0,,"Bozdogan, Aydin",,,,,11.0,,0,2022-07-22,31.6307553454636,3.3077244194983386,2022-08-05,5.0,0.4904435022545259,4.0,0.8,True,695.3396674584324,0,7,5,7,0,2022-07-22,30.519480519480517,2022-08-05,44.8051948051948
1623,1628,17394,206863,206863,2022-08-02,0.0,0.0,35.60223,14.745609,65.14491,33.94989390432102,Bozdogan,Aydin,2,7,2022,"Bozdogan, Aydin",738369,0.9411764705882352,69.0,1.0,247b4b9d-6a6c-4a5d-9b51-e3cf6ddc64a6,5.0,2022-07-19,1,test,14 days,22212,TR,Turkey,,,,ChIJzUNoMJ5MvxQRHd2MNjIBLKc,2022-08-02,,,,,-6.0,,"Bozdogan, Aydin",2022-07-19,,,,,-15.0,,"Bozdogan, Aydin",,,,,9.0,,0,2022-07-19,31.08065310819653,2.869240796124494,2022-08-02,5.0,0.4904435022545259,1.0,0.2,True,695.3396674584324,0,7,5,7,0,2022-07-19,27.92207792207792,2022-08-02,55.84415584415584
1624,1629,17398,206867,206867,2022-08-06,0.0,0.0,34.865685,17.84062,57.961933,33.75193230899768,Bozdogan,Aydin,6,7,2022,"Bozdogan, Aydin",738373,0.930718954248366,73.0,1.0,247b4b9d-6a6c-4a5d-9b51-e3cf6ddc64a6,,2022-07-23,5,test,14 days,22216,TR,Turkey,,,,ChIJzUNoMJ5MvxQRHd2MNjIBLKc,2022-08-06,,,,,-8.0,,"Bozdogan, Aydin",2022-07-23,,,,,-2.0,,"Bozdogan, Aydin",,,,,-6.0,,1,2022-07-23,31.66111411319842,2.0908181957992618,2022-08-06,5.0,0.4904435022545259,5.0,1.0,True,695.3396674584324,0,7,5,7,0,2022-07-23,6.493506493506493,2022-08-06,78.57142857142857
1625,1630,17527,208408,208408,2022-07-28,0.0,0.0,35.791866,11.092926,52.470966,32.996922302399874,Bozkurt,Denizli,28,7,2022,"Bozkurt, Denizli",738364,0.9803921568627452,57.0,1.0,8883da84-1feb-4c4d-ab9c-677667e33b5a,,2022-07-21,3,test,7 days,45992,TR,Turkey,,,,ChIJmRvPKxTlxhQRAqSsHbECuO8,2022-07-28,,,,12.0,,,"Bozkurt, Denizli",2022-07-21,,,,20.0,,,"Bozkurt, Denizli",,,,-8.0,,,0,2022-07-21,28.47125159369578,4.525670708704094,2022-07-28,11.0,0.9250622518339053,2.0,0.18181818181818182,True,1028.7807407407408,0,7,4,7,0,2022-07-21,42.2077922077922,2022-07-28,38.311688311688314
1626,1631,17534,208415,208415,2022-08-04,0.0,0.0,35.150333,13.339125,50.184235,32.96583902268186,Bozkurt,Denizli,4,7,2022,"Bozkurt, Denizli",738371,0.976470588235294,64.0,1.0,8883da84-1feb-4c4d-ab9c-677667e33b5a,,2022-07-21,3,test,14 days,45996,TR,Turkey,,,,ChIJmRvPKxTlxhQRAqSsHbECuO8,2022-08-04,,,,21.0,,,"Bozkurt, Denizli",2022-07-21,,,,20.0,,,"Bozkurt, Denizli",,,,1.0,,,0,2022-07-21,28.47125159369578,4.494587428986083,2022-08-04,11.0,0.9250622518339053,9.0,0.8181818181818182,True,1028.7807407407408,0,7,4,7,0,2022-07-21,42.2077922077922,2022-08-04,35.714285714285715
1627,1632,17528,208409,208409,2022-07-29,0.0,0.0,35.832253,12.152496,49.95534,32.75489015829945,Bozkurt,Denizli,29,7,2022,"Bozkurt, Denizli",738365,0.9686274509803922,58.0,1.0,8883da84-1feb-4c4d-ab9c-677667e33b5a,,2022-07-22,4,test,7 days,45993,TR,Turkey,,,,ChIJmRvPKxTlxhQRAqSsHbECuO8,2022-07-29,,,,9.0,,,"Bozkurt, Denizli",2022-07-22,,,,10.0,,,"Bozkurt, Denizli",,,,-1.0,,,0,2022-07-22,29.661530085972423,3.0933600723270303,2022-07-29,11.0,0.9250622518339053,3.0,0.2727272727272727,True,1028.7807407407408,0,7,4,7,0,2022-07-22,25.324675324675322,2022-07-29,42.857142857142854
1628,1633,17535,208416,208416,2022-08-05,0.0,0.0,35.81007,15.114202,66.32991,33.6760669284397,Bozkurt,Denizli,5,7,2022,"Bozkurt, Denizli",738372,0.9947712418300654,65.0,1.0,8883da84-1feb-4c4d-ab9c-677667e33b5a,,2022-07-22,4,test,14 days,45997,TR,Turkey,,,,ChIJmRvPKxTlxhQRAqSsHbECuO8,2022-08-05,,,,5.0,,,"Bozkurt, Denizli",2022-07-22,,,,10.0,,,"Bozkurt, Denizli",,,,-5.0,,,0,2022-07-22,29.661530085972423,4.01453684246728,2022-08-05,11.0,0.9250622518339053,10.0,0.9090909090909091,True,1028.7807407407408,0,7,4,7,0,2022-07-22,25.324675324675322,2022-08-05,37.66233766233766
1629,1634,17529,208410,208410,2022-07-30,0.0,0.0,36.025997,11.642539,50.545837,32.97996453704346,Bozkurt,Denizli,30,7,2022,"Bozkurt, Denizli",738366,0.9790849673202614,59.0,1.0,8883da84-1feb-4c4d-ab9c-677667e33b5a,,2022-07-23,5,test,7 days,45994,TR,Turkey,,,,ChIJmRvPKxTlxhQRAqSsHbECuO8,2022-07-30,,,,24.0,,,"Bozkurt, Denizli",2022-07-23,,,,34.0,,,"Bozkurt, Denizli",,,,-10.0,,,1,2022-07-23,29.811333084094663,3.1686314529487944,2022-07-30,11.0,0.9250622518339053,4.0,0.36363636363636365,True,1028.7807407407408,0,7,4,7,0,2022-07-23,7.142857142857142,2022-07-30,44.15584415584416
1630,1635,17536,208417,208417,2022-08-06,0.0,0.0,34.914494,14.705231,56.586784,32.82526318989106,Bozkurt,Denizli,6,7,2022,"Bozkurt, Denizli",738373,0.9725490196078432,66.0,1.0,8883da84-1feb-4c4d-ab9c-677667e33b5a,,2022-07-23,5,test,14 days,45998,TR,Turkey,,,,ChIJmRvPKxTlxhQRAqSsHbECuO8,2022-08-06,,,,17.0,,,"Bozkurt, Denizli",2022-07-23,,,,34.0,,,"Bozkurt, Denizli",,,,-17.0,,,1,2022-07-23,29.811333084094663,3.0139301057963976,2022-08-06,11.0,0.9250622518339053,11.0,1.0,True,1028.7807407407408,0,7,4,7,0,2022-07-23,7.142857142857142,2022-08-06,53.896103896103895
1631,1636,17530,208411,208411,2022-07-31,0.0,0.0,35.121002,11.558641,47.400517,32.404657477570275,Bozkurt,Denizli,31,7,2022,"Bozkurt, Denizli",738367,0.9555555555555556,60.0,1.0,8883da84-1feb-4c4d-ab9c-677667e33b5a,,2022-07-24,6,test,7 days,45995,TR,Turkey,,,,ChIJmRvPKxTlxhQRAqSsHbECuO8,2022-07-31,,,,22.0,,,"Bozkurt, Denizli",2022-07-24,,,,41.0,,,"Bozkurt, Denizli",,,,-19.0,,,1,2022-07-24,29.62348655280144,2.7811709247688334,2022-07-31,11.0,0.9250622518339053,5.0,0.45454545454545453,True,1028.7807407407408,0,7,4,7,0,2022-07-24,14.285714285714285,2022-07-31,19.805194805194805
1632,1637,17537,208432,208432,2022-08-21,0.0,0.0,34.531612,10.126321,46.370266,31.851763366943352,Bozkurt,Denizli,21,8,2022,"Bozkurt, Denizli",738388,0.9320261437908496,67.0,1.0,6d84bba6-410d-421c-a801-e5f8beb5f7c7,2.0,2022-08-14,6,test,7 days,46008,TR,Turkey,,,,ChIJmRvPKxTlxhQRAqSsHbECuO8,2022-08-21,,,,-2.0,,,"Bozkurt, Denizli",2022-08-14,,,,29.0,,,"Bozkurt, Denizli",,,,-31.0,,,1,2022-08-14,29.2272349766323,2.6245283903110526,2022-08-21,2.0,0.07089979137223232,1.0,0.5,False,1028.7807407407408,0,7,4,7,0,2022-08-14,54.54545454545454,2022-08-21,37.01298701298701
1633,1638,17801,211508,211508,2022-07-28,0.0,0.0,32.373444,14.145864,56.121628,31.191576145313444,Bozyazi,Mersin,28,7,2022,"Bozyazi, Mersin",738364,0.9424836601307188,61.0,1.0,df359059-9b33-48ab-a0d8-77f3c3d35e2f,2.0,2022-07-21,3,test,7 days,116617,TR,Turkey,,,,ChIJqYsW_w4E3BQR9fSy5HKut70,2022-07-28,,,,,-4.0,,"Bozyazi, Mersin",2022-07-21,,,,,-3.0,,"Bozyazi, Mersin",,,,,-1.0,,0,2022-07-21,28.966652199074105,2.2249239462393398,2022-07-28,2.0,0.07089979137223232,1.0,0.5,False,789.204347826087,1,4,5,5,0,2022-07-21,36.36363636363637,2022-07-28,30.519480519480517
1634,1639,17807,211515,211515,2022-08-04,0.0,0.0,31.37914,19.539846,78.047935,31.334365208943726,Bozyazi,Mersin,4,7,2022,"Bozyazi, Mersin",738371,0.9503267973856208,67.0,1.0,01e3464b-7ccc-41a0-9864-66e6231f0bcd,,2022-07-21,3,test,14 days,116623,TR,Turkey,,,,ChIJqYsW_w4E3BQR9fSy5HKut70,2022-08-04,,,,,0.0,,"Bozyazi, Mersin",2022-07-21,,,,,-3.0,,"Bozyazi, Mersin",,,,,3.0,,0,2022-07-21,28.966652199074105,2.3677130098696217,2022-08-04,6.0,0.6101016219126455,5.0,0.8333333333333334,True,789.204347826087,1,4,5,5,0,2022-07-21,36.36363636363637,2022-08-04,39.61038961038961
1635,1640,17802,211509,211509,2022-07-29,0.0,0.0,31.581858,16.315298,60.374996,30.85735250402384,Bozyazi,Mersin,29,7,2022,"Bozyazi, Mersin",738365,0.9215686274509804,62.0,1.0,df359059-9b33-48ab-a0d8-77f3c3d35e2f,,2022-07-22,4,test,7 days,116618,TR,Turkey,,,,ChIJqYsW_w4E3BQR9fSy5HKut70,2022-07-29,,,,,-10.0,,"Bozyazi, Mersin",2022-07-22,,,,,-1.0,,"Bozyazi, Mersin",,,,,-9.0,,0,2022-07-22,29.046772850884366,1.8105796531394738,2022-07-29,2.0,0.07089979137223232,2.0,1.0,False,789.204347826087,1,4,5,5,0,2022-07-22,20.12987012987013,2022-07-29,43.506493506493506
1636,1641,17808,211516,211516,2022-08-05,0.0,0.0,31.638947,18.951487,80.61501,31.868433069299808,Bozyazi,Mersin,5,7,2022,"Bozyazi, Mersin",738372,0.9725490196078432,68.0,1.0,01e3464b-7ccc-41a0-9864-66e6231f0bcd,,2022-07-22,4,test,14 days,116624,TR,Turkey,,,,ChIJqYsW_w4E3BQR9fSy5HKut70,2022-08-05,,,,,-8.0,,"Bozyazi, Mersin",2022-07-22,,,,,-1.0,,"Bozyazi, Mersin",,,,,-7.0,,0,2022-07-22,29.046772850884366,2.821660218415442,2022-08-05,6.0,0.6101016219126455,6.0,1.0,True,789.204347826087,1,4,5,5,0,2022-07-22,20.12987012987013,2022-08-05,33.76623376623377
1637,1642,17804,211512,211512,2022-08-01,0.0,0.0,30.645681,20.231436,77.57388,30.88991553695117,Bozyazi,Mersin,1,7,2022,"Bozyazi, Mersin",738368,0.9267973856209152,64.0,1.0,01e3464b-7ccc-41a0-9864-66e6231f0bcd,,2022-07-25,0,test,7 days,116620,TR,Turkey,,,,ChIJqYsW_w4E3BQR9fSy5HKut70,2022-08-01,,,,,-4.0,,"Bozyazi, Mersin",2022-07-25,,,,,-7.0,,"Bozyazi, Mersin",,,,,3.0,,0,2022-07-25,29.51052312497743,1.3793924119737433,2022-08-01,6.0,0.6101016219126455,2.0,0.3333333333333333,True,789.204347826087,1,4,5,5,0,2022-07-25,17.532467532467532,2022-08-01,46.103896103896105
1638,1643,17805,211513,211513,2022-08-02,0.0,0.0,30.807404,20.693918,81.55018,31.074800138120327,Bozyazi,Mersin,2,7,2022,"Bozyazi, Mersin",738369,0.9372549019607844,65.0,1.0,01e3464b-7ccc-41a0-9864-66e6231f0bcd,,2022-07-26,1,test,7 days,116621,TR,Turkey,,,,ChIJqYsW_w4E3BQR9fSy5HKut70,2022-08-02,,,,,-11.0,,"Bozyazi, Mersin",2022-07-26,,,,,-10.0,,"Bozyazi, Mersin",,,,,-1.0,,0,2022-07-26,29.720469227543628,1.3543309105766994,2022-08-02,6.0,0.6101016219126455,3.0,0.5,True,789.204347826087,1,4,5,5,0,2022-07-26,14.61038961038961,2022-08-02,66.23376623376623
1639,1644,17806,211514,211514,2022-08-03,0.0,0.0,31.716726,20.495941,84.43939,32.202597370854164,Bozyazi,Mersin,3,7,2022,"Bozyazi, Mersin",738370,0.984313725490196,66.0,1.0,01e3464b-7ccc-41a0-9864-66e6231f0bcd,,2022-07-20,2,test,14 days,116622,TR,Turkey,,,,ChIJqYsW_w4E3BQR9fSy5HKut70,2022-08-03,,,,,-16.0,,"Bozyazi, Mersin",2022-07-20,,,,,-15.0,,"Bozyazi, Mersin",,,,,-1.0,,0,2022-07-20,29.544412118417288,2.6581852524368763,2022-08-03,6.0,0.6101016219126455,4.0,0.6666666666666666,True,789.204347826087,1,4,5,5,0,2022-07-20,13.636363636363635,2022-08-03,47.4025974025974
1640,1645,17809,211528,211528,2022-08-17,0.0,0.0,30.373037,18.580679,74.36239,30.706774746930204,Bozyazi,Mersin,17,8,2022,"Bozyazi, Mersin",738384,0.9098039215686274,69.0,1.0,9243bb96-487d-43ec-b5b6-be7f68a4703a,2.0,2022-08-10,2,test,7 days,116632,TR,Turkey,,,,ChIJqYsW_w4E3BQR9fSy5HKut70,2022-08-17,,,,,4.0,,"Bozyazi, Mersin",2022-08-10,,,,,-8.0,,"Bozyazi, Mersin",,,,,12.0,,0,2022-08-10,29.24525084318942,1.4615239037407832,2022-08-17,2.0,0.07089979137223232,1.0,0.5,False,789.204347826087,1,4,5,5,0,2022-08-10,68.83116883116884,2022-08-17,50.0
1641,1646,17810,211529,211529,2022-08-18,0.0,0.0,30.773672,18.26177,76.821175,30.67257280702948,Bozyazi,Mersin,18,8,2022,"Bozyazi, Mersin",738385,0.9006535947712418,70.0,1.0,9243bb96-487d-43ec-b5b6-be7f68a4703a,,2022-08-11,3,test,7 days,116633,TR,Turkey,,,,ChIJqYsW_w4E3BQR9fSy5HKut70,2022-08-18,,,,,13.0,,"Bozyazi, Mersin",2022-08-11,,,,,0.0,,"Bozyazi, Mersin",,,,,13.0,,0,2022-08-11,29.315241707695893,1.3573310993335852,2022-08-18,2.0,0.07089979137223232,2.0,1.0,False,789.204347826087,1,4,5,5,0,2022-08-11,74.67532467532467,2022-08-18,51.298701298701296
1642,1647,17865,212282,212282,2022-07-27,0.0,0.0,30.15602,9.408574,65.92323,28.39747445625175,Bozuyuk,Bilecik,27,7,2022,"Bozuyuk, Bilecik",738363,0.9019607843137256,54.0,1.0,ec5d66bb-e442-4a55-89c5-aeb92fdddd93,3.0,2022-07-20,2,test,7 days,31827,TR,Turkey,,,,ChIJSXNdKe_6yxQRL0los64kR9I,2022-07-27,60.0,,,,5.0,-1.0,"Bozuyuk, Bilecik",2022-07-20,61.0,,,,3.0,-1.0,"Bozuyuk, Bilecik",-1.0,,,,2.0,0.0,0,2022-07-20,22.28717536257028,6.110299093681469,2022-07-27,3.0,0.22908674877178814,1.0,0.3333333333333333,False,1130.8456221198157,0,9,7,4,0,2022-07-20,33.76623376623377,2022-07-27,7.142857142857142
1643,1648,17866,212283,212283,2022-07-28,0.0,0.0,31.936754,11.715472,61.530754,29.95908034475229,Bozuyuk,Bilecik,28,7,2022,"Bozuyuk, Bilecik",738364,0.9751633986928104,55.0,1.0,ec5d66bb-e442-4a55-89c5-aeb92fdddd93,,2022-07-21,3,test,7 days,31828,TR,Turkey,,,,ChIJSXNdKe_6yxQRL0los64kR9I,2022-07-28,64.0,,,,10.0,-3.0,"Bozuyuk, Bilecik",2022-07-21,65.0,,,,4.0,-3.0,"Bozuyuk, Bilecik",-1.0,,,,6.0,0.0,0,2022-07-21,24.339188246699145,5.619892098053146,2022-07-28,3.0,0.22908674877178814,2.0,0.6666666666666666,False,1130.8456221198157,0,9,7,4,0,2022-07-21,19.480519480519483,2022-07-28,18.181818181818183
1644,1649,17867,212284,212284,2022-07-29,0.0,0.0,31.25248,14.038765,81.92515,29.69615601656734,Bozuyuk,Bilecik,29,7,2022,"Bozuyuk, Bilecik",738365,0.9647058823529412,56.0,1.0,ec5d66bb-e442-4a55-89c5-aeb92fdddd93,,2022-07-22,4,test,7 days,31829,TR,Turkey,,,,ChIJSXNdKe_6yxQRL0los64kR9I,2022-07-29,39.0,160.0,,,4.0,-1.0,"Bozuyuk, Bilecik",2022-07-22,42.0,174.0,,,2.0,-1.0,"Bozuyuk, Bilecik",-3.0,-14.0,,,2.0,0.0,0,2022-07-22,24.80278438991974,4.8933716266476,2022-07-29,3.0,0.22908674877178814,3.0,1.0,False,1130.8456221198157,0,9,7,4,0,2022-07-22,25.324675324675322,2022-07-29,29.87012987012987
