,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0_x,datetime_heat,number,spatial_ref,t2m,d2m,rh,thi_heat,adm2,adm1,day,month,year,location_x,datetime_ord,pct,level_0,heatwave,heat_ID,Heat Wave Duration_x,control_day,day_of_week,num_iters,diff,Unnamed: 0_y,country_region_code,country_region,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location_y,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,location,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration_y,dur_ranking,stage,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
1572,1577,17063,202217,202217,2022-08-06,0.0,0.0,30.872597,15.3795595,84.22809,29.65816096255657,Bolvadin,Afyonkarahisar,6,7,2022,"Bolvadin, Afyonkarahisar",738373,0.9215686274509804,65.0,1.0,8907580c-5c6c-428d-9abb-cc57a76a665a,,2022-07-23,5,test,14 days,4804,TR,Turkey,,,,ChIJPXVghixNzhQRQHcfUz5IHj4,2022-08-06,,,,,6.0,,"Bolvadin, Afyonkarahisar",2022-07-23,,,,,8.0,,"Bolvadin, Afyonkarahisar",,,,,-2.0,,1,2022-07-23,26.495052359954705,3.163108602601863,2022-08-06,3.0,0.22908674877178814,3.0,1.0,False,1226.0509554140128,0,7,6,5,0,2022-07-23,4.545454545454546,2022-08-06,79.87012987012987
1573,1578,17060,202211,202211,2022-07-31,0.0,0.0,32.84176,12.406415,65.99454,30.63322123031174,Bolvadin,Afyonkarahisar,31,7,2022,"Bolvadin, Afyonkarahisar",738367,0.9647058823529412,62.0,1.0,b42adda0-b3fa-4753-bd27-a6d9086a1420,,2022-07-24,6,test,7 days,4798,TR,Turkey,,,,ChIJPXVghixNzhQRQHcfUz5IHj4,2022-07-31,,,,,-2.0,,"Bolvadin, Afyonkarahisar",2022-07-24,,,,,-10.0,,"Bolvadin, Afyonkarahisar",,,,,8.0,,1,2022-07-24,26.79932822958075,3.833893000730992,2022-07-31,4.0,0.36943939699845213,4.0,1.0,False,1226.0509554140128,0,7,6,5,0,2022-07-24,11.03896103896104,2022-07-31,12.987012987012985
1574,1579,17111,202983,202983,2022-07-28,0.0,0.0,32.478683,5.583714,48.493153,29.900278953214524,Bor,Nigde,28,7,2022,"Bor, Nigde",738364,0.954248366013072,47.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,14.0,2022-07-21,3,test,7 days,124720,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-07-28,,,,,4.0,,"Bor, Nigde",2022-07-21,,,,,4.0,,"Bor, Nigde",,,,,0.0,,0,2022-07-21,24.31525378757057,5.585025165643955,2022-07-28,14.0,0.9793727707113534,1.0,0.07142857142857142,True,1301.8165178571428,0,5,5,5,0,2022-07-21,36.36363636363637,2022-07-28,33.76623376623377
1575,1580,17118,202990,202990,2022-08-04,0.0,0.0,33.575672,11.586855,60.691936,31.47525829739045,Bor,Nigde,4,7,2022,"Bor, Nigde",738371,0.996078431372549,54.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-21,3,test,14 days,124727,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-04,,,,,6.0,,"Bor, Nigde",2022-07-21,,,,,4.0,,"Bor, Nigde",,,,,2.0,,0,2022-07-21,24.31525378757057,7.160004509819881,2022-08-04,14.0,0.9793727707113534,8.0,0.5714285714285714,True,1301.8165178571428,0,5,5,5,0,2022-07-21,36.36363636363637,2022-08-04,33.116883116883116
1576,1581,17112,202984,202984,2022-07-29,0.0,0.0,33.369514,7.807249,45.800583,30.893809133830207,Bor,Nigde,29,7,2022,"Bor, Nigde",738365,0.9803921568627452,48.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-22,4,test,7 days,124721,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-07-29,,,,,-4.0,1.0,"Bor, Nigde",2022-07-22,,,,,-6.0,1.0,"Bor, Nigde",,,,,2.0,0.0,0,2022-07-22,25.2264767399541,5.667332393876105,2022-07-29,14.0,0.9793727707113534,2.0,0.14285714285714285,True,1301.8165178571428,0,5,5,5,0,2022-07-22,20.77922077922078,2022-07-29,37.01298701298701
1577,1582,17119,202991,202991,2022-08-05,0.0,0.0,34.047306,12.317365,58.803623,31.829833136664533,Bor,Nigde,5,7,2022,"Bor, Nigde",738372,0.9986928104575163,55.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-22,4,test,14 days,124728,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-05,,,,,-5.0,2.0,"Bor, Nigde",2022-07-22,,,,,-6.0,1.0,"Bor, Nigde",,,,,1.0,1.0,0,2022-07-22,25.2264767399541,6.603356396710431,2022-08-05,14.0,0.9793727707113534,9.0,0.6428571428571429,True,1301.8165178571428,0,5,5,5,0,2022-07-22,20.77922077922078,2022-08-05,66.23376623376623
1578,1583,17113,202985,202985,2022-07-30,0.0,0.0,31.813515,9.013686,57.599724,29.62430873088957,Bor,Nigde,30,7,2022,"Bor, Nigde",738366,0.938562091503268,49.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-23,5,test,7 days,124722,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-07-30,,,,,16.0,,"Bor, Nigde",2022-07-23,,,,,12.0,,"Bor, Nigde",,,,,4.0,,1,2022-07-23,25.874793017352108,3.7495157135374626,2022-07-30,14.0,0.9793727707113534,3.0,0.21428571428571427,True,1301.8165178571428,0,5,5,5,0,2022-07-23,3.896103896103896,2022-07-30,38.961038961038966
1579,1584,17120,202992,202992,2022-08-06,0.0,0.0,33.159935,14.558477,61.98235,31.25802951388893,Bor,Nigde,6,7,2022,"Bor, Nigde",738373,0.9882352941176472,56.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-23,5,test,14 days,124729,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-06,,,,,14.0,,"Bor, Nigde",2022-07-23,,,,,12.0,,"Bor, Nigde",,,,,2.0,,1,2022-07-23,25.874793017352108,5.383236496536821,2022-08-06,14.0,0.9793727707113534,10.0,0.7142857142857143,True,1301.8165178571428,0,5,5,5,0,2022-07-23,3.896103896103896,2022-08-06,51.298701298701296
1580,1585,17114,202986,202986,2022-07-31,0.0,0.0,31.218382,6.3344626,43.209373,29.155128767666515,Bor,Nigde,31,7,2022,"Bor, Nigde",738367,0.9163398692810456,50.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-24,6,test,7 days,124723,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-07-31,,,,,15.0,,"Bor, Nigde",2022-07-24,,,,,6.0,,"Bor, Nigde",,,,,9.0,,1,2022-07-24,24.77599447744868,4.379134290217834,2022-07-31,14.0,0.9793727707113534,4.0,0.2857142857142857,True,1301.8165178571428,0,5,5,5,0,2022-07-24,11.03896103896104,2022-07-31,16.558441558441558
1581,1586,17121,202993,202993,2022-08-07,0.0,0.0,30.584154,15.443422,74.93621,29.126657980459747,Bor,Nigde,7,7,2022,"Bor, Nigde",738374,0.9098039215686274,57.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-24,6,test,14 days,124730,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-07,,,,,12.0,,"Bor, Nigde",2022-07-24,,,,,6.0,,"Bor, Nigde",,,,,6.0,,1,2022-07-24,24.77599447744868,4.3506635030110665,2022-08-07,14.0,0.9793727707113534,11.0,0.7857142857142857,True,1301.8165178571428,0,5,5,5,0,2022-07-24,11.03896103896104,2022-08-07,69.48051948051948
1582,1587,17115,202987,202987,2022-08-01,0.0,0.0,32.270645,8.707786,43.935574,30.06968282121755,Bor,Nigde,1,7,2022,"Bor, Nigde",738368,0.9607843137254902,51.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-25,0,test,7 days,124724,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-01,,,,,-2.0,0.0,"Bor, Nigde",2022-07-25,,,,,-8.0,,"Bor, Nigde",,,,,6.0,,0,2022-07-25,25.42489002369073,4.644792797526822,2022-08-01,14.0,0.9793727707113534,5.0,0.35714285714285715,True,1301.8165178571428,0,5,5,5,0,2022-07-25,20.12987012987013,2022-08-01,23.376623376623375
1583,1588,17122,202994,202994,2022-08-08,0.0,0.0,30.748476,11.557957,61.10089,29.062505227548147,Bor,Nigde,8,7,2022,"Bor, Nigde",738375,0.9032679738562092,58.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-25,0,test,14 days,124731,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-08,,,,,-5.0,2.0,"Bor, Nigde",2022-07-25,,,,,-8.0,,"Bor, Nigde",,,,,3.0,,0,2022-07-25,25.42489002369073,3.6376152038574183,2022-08-08,14.0,0.9793727707113534,12.0,0.8571428571428571,True,1301.8165178571428,0,5,5,5,0,2022-07-25,20.12987012987013,2022-08-08,54.54545454545454
1584,1589,17125,203008,203008,2022-08-22,0.0,0.0,30.954075,9.072011,47.345806,29.03842954282411,Bor,Nigde,22,7,2022,"Bor, Nigde",738389,0.9006535947712418,61.0,1.0,669d6b71-c425-475f-adea-812806e3272c,2.0,2022-07-25,0,test,28 days,124745,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-22,,,,,9.0,3.0,"Bor, Nigde",2022-07-25,,,,,-8.0,,"Bor, Nigde",,,,,17.0,,0,2022-07-25,25.42489002369073,3.613539519133383,2022-08-22,2.0,0.07089979137223232,1.0,0.5,False,1301.8165178571428,0,5,5,5,0,2022-07-25,20.12987012987013,2022-08-22,61.038961038961034
1585,1590,17127,203015,203015,2022-08-29,0.0,0.0,32.596996,10.61708,63.382603,30.132893213519377,Bor,Nigde,29,7,2022,"Bor, Nigde",738396,0.9647058823529412,63.0,1.0,ce74055b-d39b-4bd0-9af8-33fc8d3eb290,6.0,2022-07-25,0,test,35 days,124752,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-29,,,,,7.0,3.0,"Bor, Nigde",2022-07-25,,,,,-8.0,,"Bor, Nigde",,,,,15.0,,0,2022-07-25,25.42489002369073,4.7080031898286485,2022-08-29,6.0,0.6101016219126455,1.0,0.16666666666666666,True,1301.8165178571428,0,5,5,5,0,2022-07-25,20.12987012987013,2022-08-29,1.948051948051948
1586,1591,17116,202988,202988,2022-08-02,0.0,0.0,32.269276,10.549526,47.92112,30.24890687730581,Bor,Nigde,2,7,2022,"Bor, Nigde",738369,0.9712418300653596,52.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-26,1,test,7 days,124725,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-02,,,,,7.0,,"Bor, Nigde",2022-07-26,,,,,-1.0,,"Bor, Nigde",,,,,8.0,,0,2022-07-26,26.25958873607498,3.9893181412308287,2022-08-02,14.0,0.9793727707113534,6.0,0.42857142857142855,True,1301.8165178571428,0,5,5,5,0,2022-07-26,16.558441558441558,2022-08-02,31.818181818181817
1587,1592,17123,202995,202995,2022-08-09,0.0,0.0,30.9304,10.875006,61.05408,29.178799381962563,Bor,Nigde,9,7,2022,"Bor, Nigde",738376,0.9202614379084968,59.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-26,1,test,14 days,124732,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-09,,,,,5.0,,"Bor, Nigde",2022-07-26,,,,,-1.0,,"Bor, Nigde",,,,,6.0,,0,2022-07-26,26.25958873607498,2.9192106458875813,2022-08-09,14.0,0.9793727707113534,13.0,0.9285714285714286,True,1301.8165178571428,0,5,5,5,0,2022-07-26,16.558441558441558,2022-08-09,57.14285714285714
1588,1593,17126,203009,203009,2022-08-23,0.0,0.0,31.785536,14.062816,62.89594,29.693947448636685,Bor,Nigde,23,7,2022,"Bor, Nigde",738390,0.9411764705882352,62.0,1.0,669d6b71-c425-475f-adea-812806e3272c,,2022-07-26,1,test,28 days,124746,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-23,,,,,13.0,,"Bor, Nigde",2022-07-26,,,,,-1.0,,"Bor, Nigde",,,,,14.0,,0,2022-07-26,26.25958873607498,3.4343587125617034,2022-08-23,2.0,0.07089979137223232,2.0,1.0,False,1301.8165178571428,0,5,5,5,0,2022-07-26,16.558441558441558,2022-08-23,63.63636363636363
1589,1594,17128,203016,203016,2022-08-30,0.0,0.0,32.693382,9.831175,49.857445,30.26154308386703,Bor,Nigde,30,7,2022,"Bor, Nigde",738397,0.9725490196078432,64.0,1.0,ce74055b-d39b-4bd0-9af8-33fc8d3eb290,,2022-07-26,1,test,35 days,124753,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-30,,,,,-10.0,,"Bor, Nigde",2022-07-26,,,,,-1.0,,"Bor, Nigde",,,,,-9.0,,0,2022-07-26,26.25958873607498,4.001954347792047,2022-08-30,6.0,0.6101016219126455,2.0,0.3333333333333333,True,1301.8165178571428,0,5,5,5,0,2022-07-26,16.558441558441558,2022-08-30,4.545454545454546
1590,1595,17117,202989,202989,2022-08-03,0.0,0.0,32.16013,11.496116,61.061344,30.2071510597512,Bor,Nigde,3,7,2022,"Bor, Nigde",738370,0.9699346405228758,53.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-20,2,test,14 days,124726,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-03,,,,,-1.0,,"Bor, Nigde",2022-07-20,,,,,-6.0,0.0,"Bor, Nigde",,,,,5.0,,0,2022-07-20,25.640086138689995,4.567064921061206,2022-08-03,14.0,0.9793727707113534,7.0,0.5,True,1301.8165178571428,0,5,5,5,0,2022-07-20,10.38961038961039,2022-08-03,1.948051948051948
1591,1596,17124,202996,202996,2022-08-10,0.0,0.0,30.996206,9.432883,47.074924,29.155869943124323,Bor,Nigde,10,7,2022,"Bor, Nigde",738377,0.9176470588235294,60.0,1.0,9e0e83c2-5aca-485d-b498-da7739552da4,,2022-07-20,2,test,21 days,124733,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-10,,,,,5.0,1.0,"Bor, Nigde",2022-07-20,,,,,-6.0,0.0,"Bor, Nigde",,,,,11.0,1.0,0,2022-07-20,25.640086138689995,3.515783804434328,2022-08-10,14.0,0.9793727707113534,14.0,1.0,True,1301.8165178571428,0,5,5,5,0,2022-07-20,10.38961038961039,2022-08-10,51.94805194805194
1592,1597,17129,203017,203017,2022-08-31,0.0,0.0,31.784454,11.259837,57.616184,29.879948651349142,Bor,Nigde,31,7,2022,"Bor, Nigde",738398,0.9516339869281044,65.0,1.0,ce74055b-d39b-4bd0-9af8-33fc8d3eb290,,2022-07-20,2,test,42 days,124754,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-08-31,,,,,7.0,2.0,"Bor, Nigde",2022-07-20,,,,,-6.0,0.0,"Bor, Nigde",,,,,13.0,2.0,0,2022-07-20,25.640086138689995,4.239862512659148,2022-08-31,6.0,0.6101016219126455,3.0,0.5,True,1301.8165178571428,0,5,5,5,0,2022-07-20,10.38961038961039,2022-08-31,64.93506493506493
1593,1598,17130,203018,203018,2022-09-01,0.0,0.0,31.472841,10.608632,53.991043,29.608886294894788,Bor,Nigde,1,8,2022,"Bor, Nigde",738399,0.9372549019607844,66.0,1.0,ce74055b-d39b-4bd0-9af8-33fc8d3eb290,,2022-08-25,3,test,7 days,124755,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-09-01,,,,,15.0,,"Bor, Nigde",2022-08-25,,,,,14.0,,"Bor, Nigde",,,,,1.0,,0,2022-08-25,26.93349682843248,2.675389466462306,2022-09-01,6.0,0.6101016219126455,4.0,0.6666666666666666,True,1301.8165178571428,0,5,5,5,0,2022-08-25,48.701298701298704,2022-09-01,62.33766233766234
1594,1599,17131,203019,203019,2022-09-02,0.0,0.0,31.69003,11.309259,58.24401,29.47233507809819,Bor,Nigde,2,8,2022,"Bor, Nigde",738400,0.9333333333333332,67.0,1.0,ce74055b-d39b-4bd0-9af8-33fc8d3eb290,,2022-08-26,4,test,7 days,124756,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-09-02,,,,,2.0,1.0,"Bor, Nigde",2022-08-26,,,,,0.0,5.0,"Bor, Nigde",,,,,2.0,-4.0,0,2022-08-26,27.022866990831208,2.4494680872669825,2022-09-02,6.0,0.6101016219126455,5.0,0.8333333333333334,True,1301.8165178571428,0,5,5,5,0,2022-08-26,32.467532467532465,2022-09-02,14.935064935064934
1595,1600,17132,203020,203020,2022-09-03,0.0,0.0,31.93036,9.251072,50.320995,29.8004579621333,Bor,Nigde,3,8,2022,"Bor, Nigde",738401,0.9437908496732026,68.0,1.0,ce74055b-d39b-4bd0-9af8-33fc8d3eb290,,2022-08-27,5,test,7 days,124757,TR,Turkey,,,,ChIJWxIdpZco1hQRJVpSrE6yu8c,2022-09-03,,,,,25.0,,"Bor, Nigde",2022-08-27,,,,,25.0,,"Bor, Nigde",,,,,0.0,,1,2022-08-27,27.115248362223344,2.685209599909957,2022-09-03,6.0,0.6101016219126455,6.0,1.0,True,1301.8165178571428,0,5,5,5,0,2022-08-27,40.25974025974026,2022-09-03,57.7922077922078
1596,1601,17254,204532,204532,2022-07-27,0.0,0.0,37.258175,13.542982,63.03533,34.76037767198354,Bornova,Izmir,27,7,2022,"Bornova, Izmir",738363,0.9359477124183008,63.0,1.0,73b7f13a-0ebf-4e3f-bde8-713cf7606042,4.0,2022-07-20,2,test,7 days,82282,TR,Turkey,,,,ChIJI94qfIR8uRQRXFbYIJgx78k,2022-07-27,-4.0,46.0,-20.0,49.0,1.0,-1.0,"Bornova, Izmir",2022-07-20,-4.0,45.0,-21.0,52.0,0.0,-1.0,"Bornova, Izmir",0.0,1.0,1.0,-3.0,1.0,0.0,0,2022-07-20,30.212505280025457,4.547872391958084,2022-07-27,4.0,0.36943939699845213,1.0,0.25,False,338.96932515337426,0,7,10,4,0,2022-07-20,24.675324675324674,2022-07-27,31.818181818181817
1597,1602,17255,204533,204533,2022-07-28,0.0,0.0,38.52816,13.421958,56.737682,36.648740617055786,Bornova,Izmir,28,7,2022,"Bornova, Izmir",738364,0.9908496732026144,64.0,1.0,73b7f13a-0ebf-4e3f-bde8-713cf7606042,,2022-07-21,3,test,7 days,82283,TR,Turkey,,,,ChIJI94qfIR8uRQRXFbYIJgx78k,2022-07-28,5.0,53.0,-14.0,43.0,0.0,-1.0,"Bornova, Izmir",2022-07-21,4.0,50.0,-15.0,39.0,-1.0,-2.0,"Bornova, Izmir",1.0,3.0,1.0,4.0,1.0,1.0,0,2022-07-21,31.010472131153943,5.638268485901843,2022-07-28,4.0,0.36943939699845213,2.0,0.5,False,338.96932515337426,0,7,10,4,0,2022-07-21,53.246753246753244,2022-07-28,50.0
1598,1603,17256,204534,204534,2022-07-29,0.0,0.0,36.991886,16.929108,72.681885,35.886302524142835,Bornova,Izmir,29,7,2022,"Bornova, Izmir",738365,0.9738562091503268,65.0,1.0,73b7f13a-0ebf-4e3f-bde8-713cf7606042,,2022-07-22,4,test,7 days,82284,TR,Turkey,,,,ChIJI94qfIR8uRQRXFbYIJgx78k,2022-07-29,-6.0,43.0,-28.0,31.0,1.0,0.0,"Bornova, Izmir",2022-07-22,-7.0,42.0,-28.0,30.0,0.0,0.0,"Bornova, Izmir",1.0,1.0,0.0,1.0,1.0,0.0,0,2022-07-22,31.7931311471122,4.093171377030636,2022-07-29,4.0,0.36943939699845213,3.0,0.75,False,338.96932515337426,0,7,10,4,0,2022-07-22,35.064935064935064,2022-07-29,55.1948051948052
1599,1604,17257,204535,204535,2022-07-30,0.0,0.0,36.175587,16.761349,76.12427,34.620900229802245,Bornova,Izmir,30,7,2022,"Bornova, Izmir",738366,0.9294117647058824,66.0,1.0,73b7f13a-0ebf-4e3f-bde8-713cf7606042,,2022-07-23,5,test,7 days,82285,TR,Turkey,,,,ChIJI94qfIR8uRQRXFbYIJgx78k,2022-07-30,-20.0,40.0,-31.0,30.0,7.0,-1.0,"Bornova, Izmir",2022-07-23,-21.0,33.0,-30.0,31.0,7.0,-2.0,"Bornova, Izmir",1.0,7.0,-1.0,-1.0,0.0,1.0,1,2022-07-23,32.61875031486394,2.0021499149383075,2022-07-30,4.0,0.36943939699845213,4.0,1.0,False,338.96932515337426,0,7,10,4,0,2022-07-23,7.792207792207792,2022-07-30,54.54545454545454
1600,1605,17308,205325,205325,2022-08-14,0.0,0.0,28.813053,16.23096,88.91565,28.07606681944836,Boyabat,Sinop,14,7,2022,"Boyabat, Sinop",738381,0.90718954248366,50.0,1.0,0dd66f29-af9a-4302-9f58-1bdc4313adb2,2.0,2022-07-24,6,test,21 days,141259,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-14,,,,,-4.0,,"Boyabat, Sinop",2022-07-24,,,,-54.0,-5.0,,"Boyabat, Sinop",,,,,1.0,,1,2022-07-24,23.31101720295259,4.765049616495769,2022-08-14,2.0,0.07089979137223232,1.0,0.5,False,842.890072432893,0,3,4,7,0,2022-07-24,22.727272727272727,2022-08-14,25.97402597402597
1601,1606,17310,205332,205332,2022-08-21,0.0,0.0,29.176744,16.645895,92.86172,28.45722546653145,Boyabat,Sinop,21,7,2022,"Boyabat, Sinop",738388,0.9241830065359478,52.0,1.0,e6ca9783-e759-406d-8605-e84423bfd841,7.0,2022-07-24,6,test,28 days,141266,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-21,,,,-56.0,-10.0,,"Boyabat, Sinop",2022-07-24,,,,-54.0,-5.0,,"Boyabat, Sinop",,,,-2.0,-5.0,,1,2022-07-24,23.31101720295259,5.14620826357886,2022-08-21,7.0,0.7154922942324518,1.0,0.14285714285714285,True,842.890072432893,0,3,4,7,0,2022-07-24,22.727272727272727,2022-08-21,48.05194805194805
1602,1607,17309,205326,205326,2022-08-15,0.0,0.0,29.162994,17.751505,88.12403,28.8141554877872,Boyabat,Sinop,15,7,2022,"Boyabat, Sinop",738382,0.9411764705882352,51.0,1.0,0dd66f29-af9a-4302-9f58-1bdc4313adb2,,2022-07-25,0,test,21 days,141260,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-15,,,,-63.0,-1.0,,"Boyabat, Sinop",2022-07-25,,,,-73.0,-5.0,,"Boyabat, Sinop",,,,10.0,4.0,,0,2022-07-25,24.740211093236564,4.073944394550637,2022-08-15,2.0,0.07089979137223232,2.0,1.0,False,842.890072432893,0,3,4,7,0,2022-07-25,11.688311688311687,2022-08-15,94.8051948051948
1603,1608,17311,205333,205333,2022-08-22,0.0,0.0,31.144789,17.588095,84.708694,30.15291335090762,Boyabat,Sinop,22,7,2022,"Boyabat, Sinop",738389,0.9777777777777776,53.0,1.0,e6ca9783-e759-406d-8605-e84423bfd841,,2022-07-25,0,test,28 days,141267,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-22,,,,-67.0,-3.0,,"Boyabat, Sinop",2022-07-25,,,,-73.0,-5.0,,"Boyabat, Sinop",,,,6.0,2.0,,0,2022-07-25,24.740211093236564,5.412702257671057,2022-08-22,7.0,0.7154922942324518,2.0,0.2857142857142857,True,842.890072432893,0,3,4,7,0,2022-07-25,11.688311688311687,2022-08-22,55.84415584415584
1604,1609,17312,205334,205334,2022-08-23,0.0,0.0,32.023537,17.576097,96.05351,30.580935402522048,Boyabat,Sinop,23,8,2022,"Boyabat, Sinop",738390,0.984313725490196,54.0,1.0,e6ca9783-e759-406d-8605-e84423bfd841,,2022-08-16,1,test,7 days,141268,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-23,,,,,2.0,,"Boyabat, Sinop",2022-08-16,,,,,7.0,,"Boyabat, Sinop",,,,,-5.0,,0,2022-08-16,25.90435633583678,4.676579066685267,2022-08-23,7.0,0.7154922942324518,3.0,0.42857142857142855,True,842.890072432893,0,3,4,7,0,2022-08-16,61.038961038961034,2022-08-23,35.064935064935064
1605,1610,17317,205341,205341,2022-08-30,0.0,0.0,30.863766,18.61264,98.30747,30.106859661283984,Boyabat,Sinop,30,8,2022,"Boyabat, Sinop",738397,0.9725490196078432,59.0,1.0,14a72de4-91ab-48be-ab5e-f9eeb2f909b1,5.0,2022-08-16,1,test,14 days,141275,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-30,,,,,-11.0,,"Boyabat, Sinop",2022-08-16,,,,,7.0,,"Boyabat, Sinop",,,,,-18.0,,0,2022-08-16,25.90435633583678,4.2025033254472035,2022-08-30,5.0,0.4904435022545259,1.0,0.2,True,842.890072432893,0,3,4,7,0,2022-08-16,61.038961038961034,2022-08-30,42.2077922077922
1606,1611,17313,205335,205335,2022-08-24,0.0,0.0,31.523346,17.672934,84.92668,30.75622876485193,Boyabat,Sinop,24,8,2022,"Boyabat, Sinop",738391,0.9869281045751634,55.0,1.0,e6ca9783-e759-406d-8605-e84423bfd841,,2022-08-03,2,test,21 days,141269,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-24,,,,-56.0,-2.0,,"Boyabat, Sinop",2022-08-03,,,,-51.0,-8.0,,"Boyabat, Sinop",,,,-5.0,6.0,,0,2022-08-03,26.081440335228365,4.674788429623565,2022-08-24,7.0,0.7154922942324518,4.0,0.5714285714285714,True,842.890072432893,0,3,4,7,0,2022-08-03,25.324675324675322,2022-08-24,56.493506493506494
1607,1612,17318,205342,205342,2022-08-31,0.0,0.0,31.833344,18.79932,97.14596,30.802050090971484,Boyabat,Sinop,31,8,2022,"Boyabat, Sinop",738398,0.9882352941176472,60.0,1.0,14a72de4-91ab-48be-ab5e-f9eeb2f909b1,,2022-08-03,2,test,28 days,141276,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-31,,,,-55.0,-2.0,,"Boyabat, Sinop",2022-08-03,,,,-51.0,-8.0,,"Boyabat, Sinop",,,,-4.0,6.0,,0,2022-08-03,26.081440335228365,4.720609755743119,2022-08-31,5.0,0.4904435022545259,2.0,0.4,True,842.890072432893,0,3,4,7,0,2022-08-03,25.324675324675322,2022-08-31,47.4025974025974
1608,1613,17314,205336,205336,2022-08-25,0.0,0.0,29.931139,17.803183,94.05745,29.51354238722063,Boyabat,Sinop,25,7,2022,"Boyabat, Sinop",738392,0.9607843137254902,56.0,1.0,e6ca9783-e759-406d-8605-e84423bfd841,,2022-07-21,3,test,35 days,141270,TR,Turkey,,,,ChIJZTyvKeXBhUARIFz0Y_N-U6s,2022-08-25,,,,,-3.0,,"Boyabat, Sinop",2022-07-21,,,,,-3.0,,"Boyabat, Sinop",,,,,0.0,,0,2022-07-21,23.082105697147465,6.431436690073166,2022-08-25,7.0,0.7154922942324518,5.0,0.7142857142857143,True,842.890072432893,0,3,4,7,0,2022-07-21,35.714285714285715,2022-08-25,80.51948051948052
