,adm2,adm1,date_heat,mob_index_heat,holiday_heat,makeup_day_heat,location,control_day,thi_heat,t2m_heat,datetime_heat,heat_ID,date_control,mob_index_control,holiday_control,makeup_day_control,mobility_difference,day_of_week,weekend,datetime_control,t2m_control,thi_control,thi_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,hw_pct,early_hw,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popdens_dec,over60_dec,elev_1500m,baseline_mobility,mobility_diff_pct,time_x,rain_standard_control,time_y,rain_standard_heat,index
4743,jiamusishi,heilongjiangsheng,2023-08-18,7.5608,0,0,"jiamusishi, heilongjiangsheng",2023-08-11,33.196957300579776,30.17905,2023-08-18,33d2d9bc-e949-4c4d-9c2c-76d9e4220839,2023-08-11,6.9033,0,0,0.6575000000000006,4,0,2023-08-11,25.934814,26.865959579562,6.330997721017777,2023-08-18,2.0,0.11134608311879367,2.0,8,0.9676616915422885,0,1.0,False,99.79700308978228,0,3,2,9,0,5.4291,0.12110662909137807,2023-08-11,64.93506493506493,2023-08-18,36.36363636363637,4440
4744,jinanshi,shandongsheng,2023-08-18,8.3568,0,0,"jinanshi, shandongsheng",2023-07-21,37.04203685487609,32.105003,2023-08-18,0c1ec1cd-9035-4cda-a864-be848717a8d4,2023-07-21,8.2909,0,0,0.0658999999999991,4,0,2023-07-21,31.377522,34.63658621684968,2.4054506380264087,2023-08-18,3.0,0.3423133504965061,2.0,7,0.9676616915422885,0,0.6666666666666666,False,163.45654224498043,0,6,10,7,0,6.1892499999999995,0.0106474936381628,2023-07-21,68.18181818181817,2023-08-18,57.14285714285714,4441
4745,dongyingshi,shandongsheng,2023-08-18,9.1396,0,0,"dongyingshi, shandongsheng",2023-07-21,37.3159778315407,32.762882,2023-08-18,206cc375-bb08-4cf1-8f9d-8d5111226aaa,2023-07-21,9.1706,0,0,-0.0310000000000005,4,0,2023-07-21,31.777378,34.295283017710915,3.0206948138297847,2023-08-18,2.0,0.11134608311879367,1.0,7,0.9838308457711443,0,0.5,False,4.223221816137194,1,6,6,7,0,6.7849,-0.004568969328951127,2023-07-21,81.81818181818183,2023-08-18,59.09090909090909,4442
4746,weihaishi,shandongsheng,2023-08-18,9.4172,0,0,"weihaishi, shandongsheng",2023-08-11,34.834963749745995,31.630407,2023-08-18,6474b9ab-93d8-4860-984c-6b68778c34f7,2023-08-11,9.5268,0,0,-0.1096000000000003,4,0,2023-08-11,29.317152,30.260035533333195,4.5749282164128005,2023-08-18,4.0,0.5620632585509379,2.0,8,0.9676616915422885,0,0.5,True,63.07544199564059,1,6,8,10,0,5.7127,-0.0191853239273899,2023-08-11,31.16883116883117,2023-08-18,55.1948051948052,4443
4747,dezhoushi,shandongsheng,2023-08-18,8.3452,0,0,"dezhoushi, shandongsheng",2023-06-30,39.69470285774632,33.19121,2023-08-18,92b4ca6e-6f1d-4c92-907d-57d3bca7d7e2,2023-06-30,7.1854,0,0,1.1598000000000006,4,0,2023-06-30,35.500687,35.27712881790361,4.417574039842712,2023-08-18,3.0,0.3423133504965061,2.0,6,0.9676616915422885,0,0.6666666666666666,False,21.072932580538023,0,6,8,8,0,5.7589500000000005,0.20139087854556828,2023-06-30,26.623376623376622,2023-08-18,68.83116883116884,4444
4748,liaochengshi,shandongsheng,2023-08-18,7.9609,0,0,"liaochengshi, shandongsheng",2023-06-30,40.68853012903444,34.605846,2023-08-18,c159975c-4dcf-41a6-8844-aa7b11e0388e,2023-06-30,7.0288,0,0,0.9320999999999992,4,0,2023-06-30,35.45863,34.471281314718354,6.217248814316086,2023-08-18,2.0,0.11134608311879367,2.0,6,0.9676616915422885,0,1.0,False,36.31080647747314,0,6,9,6,0,5.71025,0.16323278315310172,2023-06-30,26.623376623376622,2023-08-18,70.77922077922078,4445
4749,hezeshi,shandongsheng,2023-08-18,7.3035,0,0,"hezeshi, shandongsheng",2023-06-30,40.24711540079052,33.65782,2023-08-18,185d6556-77d8-4570-9fb2-7a2c07660274,2023-06-30,6.4519,0,0,0.8515999999999995,4,0,2023-06-30,35.561977,34.25420089545536,5.992914505335158,2023-08-18,2.0,0.11134608311879367,2.0,6,0.9676616915422885,0,1.0,False,49.73085149430603,0,6,9,6,0,5.41895,0.15715221583517094,2023-06-30,21.428571428571427,2023-08-18,62.98701298701299,4446
4750,zhengzhoushi,henansheng,2023-08-18,7.2485,0,0,"zhengzhoushi, henansheng",2023-07-28,39.60870607567847,33.153275,2023-08-18,4e146c0d-6702-4ede-abf8-3f18e7351d68,2023-07-28,7.4066,0,0,-0.1581000000000001,4,0,2023-07-28,31.48458,35.25337037586034,4.355335699818127,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,232.58338001867415,0,5,10,2,0,6.0405999999999995,-0.026172896732112722,2023-07-28,76.62337662337663,2023-08-18,72.07792207792207,4447
4751,kaifengshi,henansheng,2023-08-18,7.2053,0,0,"kaifengshi, henansheng",2023-07-14,41.517416491653016,34.359238,2023-08-18,f1853399-a5da-486d-a66e-8415a331f28d,2023-07-14,7.3606,0,0,-0.1552999999999995,4,0,2023-07-14,33.950325,36.93071919258198,4.586697299071034,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,68.21130109840335,0,5,9,6,0,5.880649999999999,-0.026408645302815083,2023-07-14,20.12987012987013,2023-08-18,71.42857142857143,4448
4752,anyangshi,henansheng,2023-08-18,7.035,0,0,"anyangshi, henansheng",2023-07-28,38.606151009527416,31.798027,2023-08-18,6bb8583f-0d9f-49da-966a-dcee40159142,2023-07-28,7.1412,0,0,-0.1062000000000003,4,0,2023-07-28,31.297176,34.70341882383193,3.902732185695484,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,204.57728048549217,0,5,9,6,0,5.5806000000000004,-0.01903021180518229,2023-07-28,88.96103896103897,2023-08-18,89.6103896103896,4449
4753,hebishi,henansheng,2023-08-18,7.4536,0,0,"hebishi, henansheng",2023-07-21,40.040331946478986,32.232025,2023-08-18,c50f5872-1cb4-4acb-8d56-892278ca8351,2023-07-21,7.4858,0,0,-0.0322000000000004,4,0,2023-07-21,29.993189,35.809849744651785,4.230482201827201,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,140.89674267100978,0,5,9,4,0,5.80535,-0.0055466078703265784,2023-07-21,90.25974025974025,2023-08-18,90.9090909090909,4450
4754,jiaozuoshi,henansheng,2023-08-18,7.2448,0,0,"jiaozuoshi, henansheng",2023-07-28,38.515494847206355,32.69024,2023-08-18,4ad9b211-541e-4dfc-9129-e15603e017d6,2023-07-28,7.3785,0,0,-0.1337000000000001,4,0,2023-07-28,31.592407,34.871103937141775,3.6443909100645797,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,195.47659424130012,0,5,10,6,0,6.0493500000000004,-0.022101548100209128,2023-07-28,76.62337662337663,2023-08-18,83.76623376623377,4451
4755,puyangshi,henansheng,2023-08-18,7.2213,0,0,"puyangshi, henansheng",2023-06-30,41.26538339089407,34.604027,2023-08-18,4182de2c-aeb0-44c3-9c66-00c677b54eae,2023-06-30,6.4659,0,0,0.7553999999999998,4,0,2023-06-30,36.631577,35.09225610184347,6.173127289050605,2023-08-18,2.0,0.11134608311879367,2.0,6,0.9676616915422885,0,1.0,False,50.76221819976962,0,5,10,5,0,5.80455,0.13013928728325191,2023-06-30,26.623376623376622,2023-08-18,78.57142857142857,4452
4756,jiyuanshi,henansheng,2023-08-18,8.41,0,0,"jiyuanshi, henansheng",2023-07-28,35.55432431660005,32.634865,2023-08-18,40edb297-513d-4126-8e4d-d34e6763186f,2023-07-28,8.5552,0,0,-0.1451999999999991,4,0,2023-07-28,30.307749,32.87736474900022,2.6769595675998303,2023-08-18,3.0,0.3423133504965061,3.0,7,0.9415422885572139,0,1.0,False,427.7861121425919,0,5,7,6,0,6.6096,-0.021968046477850264,2023-07-28,70.12987012987013,2023-08-18,46.103896103896105,4453
4757,enshitujiazumiaozuzizhizhou,hubeisheng,2023-08-18,8.0354,0,0,"enshitujiazumiaozuzizhizhou, hubeisheng",2023-07-28,31.468184078955066,29.465515,2023-08-18,4b93c7b7-3e57-4fbf-9287-854a8be2bf09,2023-07-28,8.0785,0,0,-0.0431000000000008,4,0,2023-07-28,27.217817,29.021327589340217,2.4468564896148486,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,1072.718521701762,0,8,4,7,0,5.7753,-0.0074628157844615515,2023-07-28,46.103896103896105,2023-08-18,35.064935064935064,4454
4758,zhangjiajieshi,hunansheng,2023-08-18,7.9367,0,0,"zhangjiajieshi, hunansheng",2023-08-11,37.2441965881405,31.791447,2023-08-18,844ad6fd-2122-42d9-a425-d6a77393b156,2023-08-11,7.9761,0,0,-0.0393999999999996,4,0,2023-08-11,30.041386,32.60014705853862,4.6440495296018796,2023-08-18,2.0,0.11134608311879367,2.0,8,0.9676616915422885,0,1.0,False,545.843565757409,0,6,4,8,0,6.00225,-0.006564205089757941,2023-08-11,13.636363636363635,2023-08-18,38.311688311688314,4455
4759,jiangmenshi,guangdongsheng,2023-08-18,7.7212,0,0,"jiangmenshi, guangdongsheng",2023-08-11,40.97253848344856,32.04463,2023-08-18,a5d4e5e2-8632-45c7-8481-9cea4e49eac3,2023-08-11,7.7003,0,0,0.0208999999999992,4,0,2023-08-11,29.22737,35.50113868939448,5.471399794054079,2023-08-18,3.0,0.3423133504965061,3.0,8,0.9415422885572139,0,1.0,False,79.88193564732708,1,9,8,5,0,4.94395,0.004227389031037774,2023-08-11,90.9090909090909,2023-08-18,73.37662337662337,4456
4760,qingyuanshi,guangdongsheng,2023-08-18,7.2236,0,0,"qingyuanshi, guangdongsheng",2023-08-11,37.86060718221406,30.937616,2023-08-18,9b81e2b7-9207-4505-b20a-0d05fa2db4a9,2023-08-11,7.2005,0,0,0.0231000000000003,4,0,2023-08-11,29.773092,34.933141130919886,2.927466051294175,2023-08-18,3.0,0.3423133504965061,3.0,8,0.9415422885572139,0,1.0,False,348.0470124106189,0,9,5,3,0,4.8130500000000005,0.004799451491258204,2023-08-11,81.81818181818183,2023-08-18,61.038961038961034,4457
4761,liuzhoushi,guangxizhuangzuzizhiqu,2023-08-18,6.9633,0,0,"liuzhoushi, guangxizhuangzuzizhiqu",2023-06-16,38.65348174407321,31.160532,2023-08-18,96de65e8-2b75-4306-af63-fb689cb504e5,2023-06-16,6.9464,0,0,0.0169000000000005,4,0,2023-06-16,29.03238,33.584539911768495,5.068941832304716,2023-08-18,2.0,0.11134608311879367,1.0,6,0.9838308457711443,0,0.5,False,350.26236298217725,0,2,5,4,0,5.767799999999999,0.0029300599882104966,2023-06-16,83.76623376623377,2023-08-18,87.66233766233766,4458
4762,guilinshi,guangxizhuangzuzizhiqu,2023-08-18,7.508,0,0,"guilinshi, guangxizhuangzuzizhiqu",2023-07-21,36.82179520938741,31.072725,2023-08-18,71a83535-f7f9-475a-a928-8ac1d1885368,2023-07-21,7.502,0,0,0.0060000000000002,4,0,2023-07-21,29.423344,34.37081401384478,2.4509811955426315,2023-08-18,3.0,0.3423133504965061,2.0,7,0.9676616915422885,0,0.6666666666666666,False,518.6884165661891,0,2,4,7,0,5.61205,0.0010691280369918657,2023-07-21,62.98701298701299,2023-08-18,81.16883116883116,4459
4763,wuzhoushi,guangxizhuangzuzizhiqu,2023-08-18,7.3819,0,0,"wuzhoushi, guangxizhuangzuzizhiqu",2023-08-11,39.741587109035954,31.226992,2023-08-18,41507421-b6ce-4c4d-9b90-0583df3009ec,2023-08-11,7.3351,0,0,0.0468000000000001,4,0,2023-08-11,29.687212,36.1883338467229,3.5532532623130564,2023-08-18,2.0,0.11134608311879367,1.0,8,0.9838308457711443,0,0.5,False,217.95330374445209,0,2,5,4,0,5.58165,0.008384617451828778,2023-08-11,89.6103896103896,2023-08-18,88.31168831168831,4460
4764,beihaishi,guangxizhuangzuzizhiqu,2023-08-18,7.462,0,0,"beihaishi, guangxizhuangzuzizhiqu",2023-08-04,42.76596376630999,31.846485,2023-08-18,b0dd5fe1-a4be-43b3-8963-6d051ca16f47,2023-08-04,6.496,0,0,0.9659999999999992,4,0,2023-08-04,29.209345,35.74475498849323,7.02120877781676,2023-08-18,2.0,0.11134608311879367,2.0,8,0.9676616915422885,0,1.0,False,28.17607117771014,1,2,8,3,0,5.4636,0.1768065012079946,2023-08-04,83.11688311688312,2023-08-18,44.15584415584416,4461
4765,fangchenggangshi,guangxizhuangzuzizhiqu,2023-08-18,7.3569,0,0,"fangchenggangshi, guangxizhuangzuzizhiqu",2023-08-11,40.33515788890701,31.202528,2023-08-18,3301e905-af04-4c6d-aced-95321cbe1806,2023-08-11,7.0672,0,0,0.2897000000000007,4,0,2023-08-11,28.590345,34.13236892845169,6.202788960455322,2023-08-18,2.0,0.11134608311879367,2.0,8,0.9676616915422885,0,1.0,False,254.4914202745512,1,2,4,2,0,5.268800000000001,0.05498405709079879,2023-08-11,90.9090909090909,2023-08-18,55.1948051948052,4462
4766,qinzhoushi,guangxizhuangzuzizhiqu,2023-08-18,6.717,0,0,"qinzhoushi, guangxizhuangzuzizhiqu",2023-08-11,42.01306856078028,31.674286,2023-08-18,a7486f2f-f0e3-416f-b791-419b6ce78e4e,2023-08-11,6.4368,0,0,0.2801999999999998,4,0,2023-08-11,28.89156,35.851678280521234,6.161390280259049,2023-08-18,2.0,0.11134608311879367,2.0,8,0.9676616915422885,0,1.0,False,103.14467042755344,1,2,6,3,0,5.34915,0.05238215417402761,2023-08-11,80.51948051948052,2023-08-18,56.493506493506494,4463
4767,yulinshi,guangxizhuangzuzizhiqu,2023-08-18,6.6772,0,0,"yulinshi, guangxizhuangzuzizhiqu",2023-08-11,40.440664220739336,31.455332,2023-08-18,6baf1e8d-6fa0-4919-849e-9d4ccccd2873,2023-08-11,6.3877,0,0,0.2895000000000003,4,0,2023-08-11,28.79194,35.08831737387791,5.352346846861423,2023-08-18,2.0,0.11134608311879367,2.0,8,0.9676616915422885,0,1.0,False,184.2529734393295,0,2,7,3,0,5.19815,0.05569289073997486,2023-08-11,77.92207792207793,2023-08-18,70.77922077922078,4464
4768,hezhoushi,guangxizhuangzuzizhiqu,2023-08-18,7.1803,0,0,"hezhoushi, guangxizhuangzuzizhiqu",2023-08-11,38.01763937066158,30.8705,2023-08-18,42f7424c-6ed9-4a8f-8768-9d756c29ab53,2023-08-11,7.0095,0,0,0.1707999999999998,4,0,2023-08-11,30.197832,35.7729651164618,2.2446742541997793,2023-08-18,2.0,0.11134608311879367,1.0,8,0.9838308457711443,0,0.5,False,369.1837035054857,0,2,4,4,0,5.42685,0.031473138192505745,2023-08-11,89.6103896103896,2023-08-18,74.67532467532467,4465
4769,sanyashi,hainansheng,2023-08-18,7.7229,0,0,"sanyashi, hainansheng",2023-08-11,39.51394093831384,30.67022,2023-08-18,ccc6f99b-e7ad-490b-926b-68008cac01c5,2023-08-11,7.8131,0,0,-0.0902000000000002,4,0,2023-08-11,29.944595,35.65780758327911,3.8561333550347285,2023-08-18,3.0,0.3423133504965061,1.0,8,0.9838308457711443,0,0.3333333333333333,False,188.1429794520548,1,7,8,1,0,6.78245,-0.013299029111899122,2023-08-11,65.5844155844156,2023-08-18,30.519480519480517,4466
4770,wuzhishanshi,hainansheng,2023-08-18,5.7189,0,0,"wuzhishanshi, hainansheng",2023-08-11,36.34568331534407,30.092209,2023-08-18,324bce17-29e1-4081-a822-20c3dae15042,2023-08-11,5.6475,0,0,0.0713999999999996,4,0,2023-08-11,28.649813,32.42634644982414,3.9193368655199308,2023-08-18,2.0,0.11134608311879367,1.0,8,0.9838308457711443,0,0.5,False,617.3255484784147,0,7,3,2,0,4.41405,0.016175621028307247,2023-08-11,77.27272727272727,2023-08-18,42.857142857142854,4467
4771,wanningshi,hainansheng,2023-08-18,7.7978,0,0,"wanningshi, hainansheng",2023-08-11,40.29754435958497,32.070118,2023-08-18,ca655fa8-2d43-45d8-8c17-4ebf77c258da,2023-08-11,8.0637,0,0,-0.2659000000000011,4,0,2023-08-11,31.13286,38.21862888796898,2.0789154716159857,2023-08-18,3.0,0.3423133504965061,2.0,8,0.9676616915422885,0,0.6666666666666666,False,123.2136678200692,1,7,6,5,0,5.9,-0.04506779661016967,2023-08-11,76.62337662337663,2023-08-18,27.92207792207792,4468
4772,dongfangshi,hainansheng,2023-08-18,7.5082,0,0,"dongfangshi, hainansheng",2023-08-11,39.49353410383314,31.483452,2023-08-18,43835ee8-c297-4b57-a7dc-900fd24d1a80,2023-08-11,7.6463,0,0,-0.1380999999999996,4,0,2023-08-11,30.072355,36.37923613497264,3.114297968860498,2023-08-18,2.0,0.11134608311879367,1.0,8,0.9838308457711443,0,0.5,False,158.94325481798714,1,7,5,2,0,6.327299999999999,-0.021826055347462524,2023-08-11,70.12987012987013,2023-08-18,27.27272727272727,4469
4773,changjianglizuzizhixian,hainansheng,2023-08-18,7.7091,0,0,"changjianglizuzizhixian, hainansheng",2023-08-11,38.78204267211416,31.552029,2023-08-18,68749534-ac0c-4a01-a673-b7027b0b14d0,2023-08-11,7.6122,0,0,0.0969000000000006,4,0,2023-08-11,29.609926,35.22878858778216,3.5532540843319964,2023-08-18,2.0,0.11134608311879367,1.0,8,0.9838308457711443,0,0.5,False,270.93070308548306,1,7,4,2,0,5.5629,0.017418972118858976,2023-08-11,65.5844155844156,2023-08-18,28.57142857142857,4470
4774,ledonglizuzizhixian,hainansheng,2023-08-18,8.2726,0,0,"ledonglizuzizhixian, hainansheng",2023-08-11,38.60079956054691,30.466726,2023-08-18,6595c945-1570-4519-bd34-4d96205ab5ff,2023-08-11,8.1685,0,0,0.1041000000000007,4,0,2023-08-11,29.338163,34.35390702504964,4.246892535497274,2023-08-18,3.0,0.3423133504965061,1.0,8,0.9838308457711443,0,0.3333333333333333,False,288.1294014084507,1,7,4,3,0,5.717499999999999,0.018207258417140482,2023-08-11,74.67532467532467,2023-08-18,28.57142857142857,4471
4775,lingshuilizuzizhixian,hainansheng,2023-08-18,8.164,0,0,"lingshuilizuzizhixian, hainansheng",2023-08-11,39.23700544569231,31.338182,2023-08-18,70d2a74e-35ed-48af-a6b6-45fde6e10db8,2023-08-11,8.3202,0,0,-0.1562000000000001,4,0,2023-08-11,30.391232,36.53654855395124,2.7004568917410694,2023-08-18,3.0,0.3423133504965061,2.0,8,0.9676616915422885,0,0.6666666666666666,False,180.42203898050977,1,7,7,3,0,5.85735,-0.026667349569344512,2023-08-11,67.53246753246754,2023-08-18,51.94805194805194,4472
4776,baotinglizumiaozuzizhixian,hainansheng,2023-08-18,7.3483,0,0,"baotinglizumiaozuzizhixian, hainansheng",2023-08-11,38.22398425542824,30.589214,2023-08-18,ee63d273-1d76-4afc-8388-0a84a8685bdc,2023-08-11,7.3261,0,0,0.0221999999999997,4,0,2023-08-11,29.56313,34.36595069037546,3.8580335650527786,2023-08-18,3.0,0.3423133504965061,2.0,8,0.9676616915422885,0,0.6666666666666666,False,314.91472868217056,0,7,4,3,0,5.458399999999999,0.004067125897698905,2023-08-11,69.48051948051948,2023-08-18,46.75324675324675,4473
4777,chongqingshi,chongqingshi,2023-08-18,6.5251,0,0,"chongqingshi, chongqingshi",2023-07-28,35.63213637255244,31.486414,2023-08-18,d7c391ca-010a-472e-86a5-47465f8b7206,2023-07-28,6.4871,0,0,0.0380000000000002,4,0,2023-07-28,26.626572,28.87642105585103,6.755715316701409,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,734.2678606803897,0,7,7,8,0,5.5642,0.006829373494842062,2023-07-28,78.57142857142857,2023-08-18,38.311688311688314,4474
4778,guanganshi,sichuansheng,2023-08-18,6.2435,0,0,"guanganshi, sichuansheng",2023-07-28,41.30095809855793,33.785587,2023-08-18,e94b6ddf-cffd-4e3b-af10-1583c8f0274b,2023-07-28,6.2711,0,0,-0.0275999999999996,4,0,2023-07-28,27.386398,30.781797376417018,10.51916072214091,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,410.7034755317912,0,3,8,10,0,5.400399999999999,-0.005110732538330421,2023-07-28,87.01298701298701,2023-08-18,36.36363636363637,4475
4779,dazhoushi,sichuansheng,2023-08-18,6.4001,0,0,"dazhoushi, sichuansheng",2023-07-28,36.50568979674107,32.127663,2023-08-18,00486180-f729-4c75-b812-63c4928f7a47,2023-07-28,6.3563,0,0,0.0438,4,0,2023-07-28,27.015179,29.649850745901713,6.855839050839361,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,682.3294777272527,0,3,6,8,0,5.4587,0.00802388847161412,2023-07-28,73.37662337662337,2023-08-18,25.97402597402597,4476
4780,guiyangshi,guizhousheng,2023-08-18,7.1901,0,0,"guiyangshi, guizhousheng",2023-08-04,31.224619987375867,28.629421,2023-08-18,94bc8328-6c6e-47b4-aad9-544697ba7d6c,2023-08-04,7.2015,0,0,-0.0114,4,0,2023-08-04,27.564821,29.18359752471096,2.0410224626649054,2023-08-18,2.0,0.11134608311879367,2.0,8,0.9676616915422885,0,1.0,False,1188.75608365019,0,1,9,2,0,5.09895,-0.002235754420027653,2023-08-04,40.909090909090914,2023-08-18,63.63636363636363,4477
4781,anshunshi,guizhousheng,2023-08-18,7.0209,0,0,"anshunshi, guizhousheng",2023-08-04,31.999333236509155,29.114561,2023-08-18,4f3d5703-53eb-4d7d-b80f-34f8582a88f2,2023-08-04,7.136,0,0,-0.1150999999999999,4,0,2023-08-04,26.963364,28.742055919657936,3.2572773168512192,2023-08-18,2.0,0.11134608311879367,2.0,8,0.9676616915422885,0,1.0,False,1205.1559157754011,0,1,6,3,0,5.821400000000001,-0.01977187618098737,2023-08-04,47.4025974025974,2023-08-18,86.36363636363636,4478
4782,qiandongnanmiaozudongzuzizhizhou,guizhousheng,2023-08-18,6.7753,0,0,"qiandongnanmiaozudongzuzizhizhou, guizhousheng",2023-07-14,34.428936594615905,30.270252,2023-08-18,8ea0440d-c530-4f7d-9689-7d9dea0539a0,2023-07-14,6.8474,0,0,-0.0721000000000007,4,0,2023-07-14,27.995514,30.43134275858428,3.9975938360316263,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,765.8408619030739,0,1,3,4,0,5.562799999999999,-0.012961098727259783,2023-07-14,50.0,2023-08-18,70.12987012987013,4479
4783,qiannanbuyizumiaozuzizhizhou,guizhousheng,2023-08-18,6.7508,0,0,"qiannanbuyizumiaozuzizhizhou, guizhousheng",2023-07-28,33.16795146167606,29.381708,2023-08-18,a242031c-0cc5-42a9-b6ee-7a41a4926984,2023-07-28,6.5397,0,0,0.2111,4,0,2023-07-28,27.141817,29.246094697116337,3.921856764559724,2023-08-18,2.0,0.11134608311879367,2.0,7,0.9676616915422885,0,1.0,False,993.1506514177916,0,1,4,4,0,5.49735,0.038400320154256144,2023-07-28,85.06493506493507,2023-08-18,79.87012987012987,4480
4790,tianjinshi,tianjinshi,2023-08-19,7.0904,0,0,"tianjinshi, tianjinshi",2023-08-12,39.194854136587395,32.92118,2023-08-19,a063d049-8a9d-40ed-acc9-b169c186cf5b,2023-08-12,6.6498,0,0,0.4405999999999999,5,1,2023-08-12,27.806944,30.192948634921414,9.00190550166598,2023-08-19,4.0,0.5620632585509379,4.0,8,0.9415422885572139,0,1.0,True,16.372674612899633,1,10,10,8,0,5.31215,0.08294193499807044,2023-08-12,100.0,2023-08-19,70.77922077922078,4481
4791,tangshanshi,hebeisheng,2023-08-19,7.4723,0,0,"tangshanshi, hebeisheng",2023-08-12,38.567621403517144,32.115578,2023-08-19,0ac8bff9-81eb-49ad-b0e6-b1f9fa3dc593,2023-08-12,6.741,0,0,0.7313000000000001,5,1,2023-08-12,26.140394,27.37839061034149,11.189230793175653,2023-08-19,6.0,0.8287054063994116,6.0,8,0.9088930348258707,0,1.0,True,62.08226147053177,1,4,8,9,0,5.32365,0.13736815906380023,2023-08-12,100.0,2023-08-19,69.48051948051948,4482
4792,qinhuangdaoshi,hebeisheng,2023-08-19,8.6155,0,0,"qinhuangdaoshi, hebeisheng",2023-08-12,35.87473391405313,30.614714,2023-08-19,6f7d7073-da07-4c27-840a-55deb8e1380e,2023-08-12,7.4734,0,0,1.142100000000001,5,1,2023-08-12,24.658228,25.288473202798407,10.586260711254724,2023-08-19,7.0,0.9087899963221773,6.0,8,0.9088930348258707,0,0.8571428571428571,True,234.2216303061052,1,4,7,9,0,5.11075,0.2234701364770339,2023-08-12,99.35064935064936,2023-08-19,65.5844155844156,4483
4793,baodingshi,hebeisheng,2023-08-19,6.8687,0,0,"baodingshi, hebeisheng",2023-07-29,34.878389684387756,31.523508,2023-08-19,6846808e-9cc0-4e5a-831e-666382a4b3a6,2023-07-29,6.5257,0,0,0.3429999999999999,5,1,2023-07-29,26.452963,29.109992555487928,5.768397128899828,2023-08-19,4.0,0.5620632585509379,4.0,7,0.9415422885572139,0,1.0,True,335.5306539919379,0,4,8,7,0,4.88105,0.07027176529640138,2023-07-29,96.1038961038961,2023-08-19,22.727272727272727,4484
4794,cangzhoushi,hebeisheng,2023-08-19,7.7478,0,0,"cangzhoushi, hebeisheng",2023-08-12,39.21960593283216,32.347557,2023-08-19,0ae683d6-50c7-4cd5-98d7-0e3de15b1cf9,2023-08-12,7.2487,0,0,0.4990999999999994,5,1,2023-08-12,28.523947,31.97010717219572,7.249498760636438,2023-08-19,4.0,0.5620632585509379,3.0,8,0.9676616915422885,0,0.75,True,9.587806967447174,1,4,8,7,0,5.36095,0.09309917085591161,2023-08-12,97.40259740259741,2023-08-19,79.22077922077922,4485
4795,langfangshi,hebeisheng,2023-08-19,6.4939,0,0,"langfangshi, hebeisheng",2023-08-12,38.65764626070988,33.523144,2023-08-19,59ff85d2-8b4a-4a41-8b5f-1ded34831e36,2023-08-12,6.3425,0,0,0.1513999999999997,5,1,2023-08-12,29.078129,31.95338591551173,6.704260345198151,2023-08-19,4.0,0.5620632585509379,4.0,8,0.9415422885572139,0,1.0,True,14.146608315098469,0,4,10,4,0,4.7501,0.03187301319972205,2023-08-12,97.40259740259741,2023-08-19,61.038961038961034,4486
4796,hengshuishi,hebeisheng,2023-08-19,7.4167,0,0,"hengshuishi, hebeisheng",2023-08-12,38.70408711040323,32.3496,2023-08-19,8749608e-8c6d-4125-9d4f-ff6503632792,2023-08-12,7.2214,0,0,0.1952999999999995,5,1,2023-08-12,29.642385,33.90584108222774,4.798246028175491,2023-08-19,4.0,0.5620632585509379,3.0,8,0.9676616915422885,0,0.75,True,22.859201348969112,0,4,8,8,0,5.09385,0.03834035160045928,2023-08-12,99.35064935064936,2023-08-19,78.57142857142857,4487
4797,shenyangshi,liaoningsheng,2023-08-19,7.2792,0,0,"shenyangshi, liaoningsheng",2023-08-12,34.083056910975955,30.72752,2023-08-19,5e2c6d37-3bb1-437d-b53c-76fece029dad,2023-08-12,6.9325,0,0,0.3467000000000002,5,1,2023-08-12,25.249397,26.211764040652017,7.871292870323938,2023-08-19,6.0,0.8287054063994116,5.0,8,0.9216417910447762,0,0.8333333333333334,True,61.649313982861955,0,8,9,9,0,5.3667,0.06460208321687447,2023-08-12,85.71428571428571,2023-08-19,62.98701298701299,4488
4798,dalianshi,liaoningsheng,2023-08-19,7.527,0,0,"dalianshi, liaoningsheng",2023-08-12,34.124997962088855,29.725658,2023-08-19,b1f81589-5d53-46c9-ba98-ac62e441608d,2023-08-12,7.0528,0,0,0.4741999999999997,5,1,2023-08-12,26.275509,28.130662675887855,5.994335286201,2023-08-19,5.0,0.7172673777123942,4.0,8,0.9415422885572139,0,0.8,True,79.42074354252725,1,8,8,9,0,5.370699999999999,0.08829389092669479,2023-08-12,96.75324675324676,2023-08-19,69.48051948051948,4489
